	ch11.jpg	ch12.jpg	ch13.jpg	ch14.jpg	ch15.jpg	ch21.jpg	ch22.jpg	ch23.jpg	ch24.jpg	ch25.jpg	cc11.jpg	cc12.jpg	cc13.jpg	cc14.jpg	cc21.jpg	cc22.jpg	cc23.jpg	cc24.jpg	pa11.jpg	pa12.jpg	pa13.jpg	pa14.jpg	pa21.jpg	pa22.jpg	pa23.jpg	pa24.jpg
StT_wav_db6__H_A_V_entrop	0.833423	0.852569	0.871839	0.860616	0.874754	0.860342	0.881741	0.862007	0.858447	0.867637	0.86621	0.857239	0.863244	0.849469	0.865133	0.874483	0.868234	0.859927	0.840821	0.843979	0.874774	0.871211	0.863295	0.870947	0.862365	0.854033
StT_wav_db6__H_A_D_energ	0.0530973	0.0647051	0.0983987	0.0736916	0.0954128	0.0617793	0.0821801	0.0643527	0.070728	0.0781472	0.0767405	0.0560174	0.0539542	0.05076	0.0696421	0.0760884	0.0672583	0.0682664	0.0512362	0.0567546	0.0868402	0.0824679	0.0709358	0.0808927	0.0649485	0.0621551
StT_wav_db6__H_A_D_entrop	0.835432	0.860195	0.875666	0.866133	0.880939	0.863535	0.880837	0.86474	0.863359	0.871819	0.872394	0.863914	0.867572	0.853821	0.873609	0.87909	0.870689	0.862452	0.848678	0.848283	0.876947	0.873893	0.866586	0.874023	0.864282	0.85949
StT_wav_db6__H_H_A_energ	0.151019	0.174888	0.265775	0.201939	0.255575	0.175651	0.219782	0.169944	0.193529	0.217963	0.204407	0.162819	0.142931	0.145448	0.196044	0.21259	0.189712	0.187228	0.135832	0.149404	0.235998	0.224916	0.189477	0.23208	0.182976	0.178085
StT_wav_db6__H_H_A_entrop	0.80998	0.844097	0.865589	0.852452	0.860267	0.844248	0.867405	0.849887	0.848435	0.84891	0.855097	0.845662	0.852358	0.835069	0.859154	0.86665	0.853594	0.848954	0.830153	0.836971	0.864239	0.861112	0.852847	0.862715	0.847424	0.841853
StT_wav_db6__H_H_H_energ	0.0984237	0.117555	0.166523	0.123463	0.159372	0.104715	0.134109	0.101336	0.119776	0.130116	0.13358	0.100598	0.0948277	0.0928593	0.128127	0.129646	0.113867	0.120796	0.0896673	0.0997312	0.145965	0.135815	0.115075	0.143127	0.109538	0.105382
StT_wav_db6__H_H_H_entrop	0.809516	0.847801	0.861856	0.855028	0.861667	0.845249	0.864773	0.853435	0.847217	0.852282	0.85378	0.836848	0.846376	0.826888	0.85539	0.859655	0.855347	0.836661	0.823694	0.824051	0.86332	0.861562	0.849151	0.861369	0.845606	0.839896
StT_wav_db6__H_H_V_energ	0.102722	0.125785	0.194703	0.148011	0.185651	0.128189	0.157103	0.124573	0.138287	0.154736	0.154267	0.109515	0.107986	0.105287	0.15266	0.158726	0.139257	0.138886	0.103902	0.112683	0.172871	0.167439	0.144434	0.164746	0.133681	0.129685
StT_wav_db6__H_H_V_entrop	0.834236	0.858022	0.872638	0.865689	0.877769	0.85803	0.882104	0.863946	0.864643	0.869753	0.871705	0.864023	0.866209	0.852059	0.871963	0.876841	0.867496	0.863476	0.846922	0.849341	0.880074	0.876854	0.867796	0.877029	0.863767	0.857702
StT_wav_db6__H_H_D_energ	0.0669989	0.0906311	0.12612	0.0950123	0.124248	0.0793645	0.100535	0.0802344	0.0875308	0.0960419	0.105462	0.072036	0.0710845	0.0678717	0.101416	0.0962184	0.0898703	0.0927474	0.0669632	0.0740543	0.110509	0.106341	0.0910493	0.108648	0.0846929	0.0820659
StT_wav_db6__H_H_D_entrop	0.835255	0.857684	0.873042	0.86607	0.875977	0.861768	0.8799	0.862099	0.863619	0.870004	0.868768	0.859754	0.862872	0.850508	0.870945	0.878349	0.867027	0.859914	0.843264	0.846845	0.876702	0.875433	0.860821	0.872183	0.861484	0.854811
StT_wav_db6__H_V_A_energ	0.0387712	0.0504058	0.0758657	0.0580836	0.0713842	0.0473708	0.0645907	0.0498084	0.0510296	0.0564331	0.0572245	0.0415569	0.0437392	0.0394155	0.0567709	0.0551931	0.0538719	0.0536408	0.0385153	0.0425152	0.0670653	0.0646463	0.0573591	0.0647617	0.050317	0.0478305
StT_wav_db6__H_V_A_entrop	0.831656	0.851983	0.870007	0.865922	0.877835	0.858915	0.878411	0.863817	0.858505	0.873367	0.868779	0.857977	0.860655	0.84518	0.873559	0.878803	0.866359	0.85663	0.84587	0.845749	0.873823	0.871255	0.861623	0.869243	0.861976	0.855875
StT_wav_db6__H_V_H_energ	0.0409081	0.051408	0.0796247	0.0611399	0.0754543	0.0500804	0.0658701	0.0511698	0.0530825	0.0582582	0.0581335	0.0430575	0.045989	0.0411477	0.0579113	0.0592231	0.055805	0.0538042	0.0399271	0.0456339	0.0686802	0.0678705	0.057067	0.0632497	0.0527889	0.0485076
StT_wav_db6__H_V_H_entrop	0.831012	0.86023	0.875003	0.86597	0.881832	0.863018	0.882681	0.866971	0.867405	0.875463	0.873838	0.865584	0.867623	0.851633	0.877327	0.880108	0.873358	0.86484	0.849854	0.851548	0.878394	0.874923	0.868799	0.87684	0.86719	0.859925
StT_wav_db6__H_V_V_energ	0.0456436	0.0552364	0.0811521	0.0628888	0.0768487	0.0505953	0.0726989	0.0542221	0.0573304	0.0638233	0.0627841	0.0469073	0.047191	0.0442126	0.0602821	0.0640288	0.0582753	0.0593206	0.0422489	0.0483753	0.075778	0.0707331	0.0637539	0.0720531	0.0574633	0.0567293
StT_wav_db6__H_V_V_entrop	0.826777	0.852584	0.869059	0.861433	0.874135	0.855808	0.878567	0.861254	0.856417	0.86557	0.865065	0.853919	0.860313	0.843215	0.868952	0.874474	0.862709	0.854801	0.838861	0.844372	0.871057	0.868834	0.857396	0.86767	0.85744	0.8467
StT_wav_db6__H_V_D_energ	0.0473488	0.0548553	0.0887181	0.0663759	0.0845566	0.0564969	0.0756811	0.0580299	0.0618956	0.0696555	0.0676256	0.0486258	0.0492228	0.0467355	0.0632178	0.0678002	0.0627831	0.0621925	0.0461332	0.0504729	0.0792337	0.0749082	0.0646051	0.0738773	0.0607316	0.0567014
StT_wav_db6__H_V_D_entrop	0.830633	0.85982	0.871392	0.866567	0.879021	0.859664	0.87835	0.862917	0.860178	0.8687	0.870614	0.863964	0.865109	0.84986	0.873602	0.875848	0.867361	0.861191	0.845348	0.848812	0.875167	0.871972	0.866093	0.873136	0.860571	0.85704
StT_wav_db6__H_D_A_energ	0.0611079	0.0804121	0.120989	0.0908651	0.111077	0.0738698	0.0934786	0.0802262	0.0817109	0.0902857	0.0855871	0.0666516	0.071722	0.0628701	0.0934331	0.0899344	0.0853514	0.080189	0.0648372	0.0700511	0.105774	0.102195	0.0922879	0.0964001	0.0809702	0.0722537
StT_wav_db6__H_D_A_entrop	0.831421	0.858539	0.877687	0.868978	0.882576	0.863116	0.885421	0.865488	0.860396	0.872293	0.875014	0.865212	0.867223	0.851497	0.876611	0.881438	0.87192	0.86703	0.850585	0.851562	0.880003	0.875046	0.865385	0.877445	0.86426	0.860698
StT_wav_db6__H_D_H_energ	0.04533	0.0640336	0.0884406	0.0677839	0.0868896	0.0546549	0.072331	0.0601981	0.0591828	0.0650177	0.0701378	0.0501329	0.054012	0.0479615	0.0720826	0.0676114	0.0641937	0.0614535	0.0476338	0.053314	0.0799922	0.075228	0.0662424	0.0733684	0.0593116	0.0550953
StT_wav_db6__H_D_H_entrop	0.832839	0.853625	0.876674	0.867373	0.880374	0.860451	0.881324	0.860199	0.861857	0.872344	0.870941	0.863284	0.866045	0.849618	0.874604	0.878885	0.869984	0.864061	0.850482	0.849201	0.876396	0.874458	0.866382	0.872782	0.866252	0.859609
StT_wav_db6__H_D_V_energ	0.0831277	0.106049	0.158288	0.120845	0.146261	0.0994934	0.127467	0.102546	0.109392	0.124002	0.117556	0.0860859	0.0903437	0.0847247	0.121689	0.123132	0.112215	0.112763	0.0832204	0.0945846	0.140735	0.135184	0.118915	0.129208	0.111647	0.101988
StT_wav_db6__H_D_V_entrop	0.827683	0.855975	0.872307	0.865083	0.875872	0.859858	0.881295	0.861659	0.856898	0.866861	0.871854	0.862235	0.862282	0.848597	0.87532	0.877133	0.866582	0.861513	0.843179	0.848106	0.877598	0.874814	0.865045	0.872851	0.861304	0.855617
StT_wav_db6__H_D_D_energ	0.0560176	0.0801479	0.108791	0.0821333	0.104544	0.0673867	0.0879327	0.070498	0.0752623	0.0815058	0.0831375	0.0615091	0.0616877	0.0572033	0.08659	0.0822531	0.0752983	0.0775288	0.0586306	0.0640701	0.0960536	0.0914999	0.0802952	0.089742	0.0728779	0.069694
StT_wav_db6__H_D_D_entrop	0.828706	0.853343	0.86875	0.864734	0.87489	0.86072	0.879701	0.862969	0.858485	0.869006	0.871727	0.859134	0.859305	0.84799	0.871928	0.874583	0.869003	0.855759	0.844706	0.844729	0.874045	0.872885	0.862619	0.870726	0.861505	0.853089
StT_wav_db6__V_A_A_energ	0.062542	0.0774149	0.128392	0.0903776	0.100301	0.0670491	0.0996883	0.0940579	0.0785769	0.0882244	0.0753267	0.0611117	0.0736389	0.0606223	0.0790239	0.0786107	0.0823495	0.0726343	0.0655242	0.0602545	0.098351	0.101865	0.0843502	0.0934915	0.0751116	0.0685513
StT_wav_db6__V_A_A_entrop	0.814637	0.843073	0.862112	0.855228	0.864569	0.848997	0.869099	0.846197	0.842103	0.856574	0.848653	0.841866	0.854176	0.820923	0.864464	0.861273	0.858644	0.851755	0.825314	0.831427	0.864475	0.856525	0.852956	0.865194	0.84861	0.84407
StT_wav_db6__V_A_H_energ	0.0517444	0.0647083	0.101962	0.0762288	0.0818687	0.0566717	0.0783023	0.0746639	0.0633068	0.0718949	0.0609491	0.0479623	0.0617688	0.0459206	0.0699788	0.0638602	0.0669791	0.059077	0.0483548	0.0485416	0.0792121	0.0813922	0.0665424	0.0729138	0.061163	0.0558215
StT_wav_db6__V_A_H_entrop	0.825595	0.856979	0.876208	0.866302	0.879175	0.859338	0.882398	0.854464	0.857624	0.868295	0.864332	0.857413	0.862546	0.839399	0.868582	0.876439	0.867305	0.862893	0.841232	0.848537	0.872221	0.870633	0.866914	0.871545	0.86054	0.859653
StT_wav_db6__V_A_V_energ	0.064575	0.0810298	0.132971	0.0953765	0.113613	0.0722877	0.103376	0.0998107	0.0816538	0.0928909	0.0820024	0.0635807	0.080421	0.0609902	0.0861343	0.0831269	0.0875249	0.0774294	0.0682958	0.0634503	0.108012	0.0996019	0.0926512	0.09442	0.0787798	0.0717504
StT_wav_db6__V_A_V_entrop	0.820154	0.848901	0.864109	0.859939	0.86795	0.853949	0.871602	0.852398	0.849635	0.862137	0.853795	0.851351	0.855033	0.832635	0.865203	0.867841	0.861866	0.856897	0.827766	0.835635	0.862158	0.869188	0.854385	0.864655	0.85274	0.850865
StT_wav_db6__V_A_D_energ	0.0524342	0.0667285	0.106444	0.078166	0.0918625	0.0609502	0.0830283	0.0768187	0.067249	0.076377	0.0658454	0.051061	0.0648136	0.0470924	0.0740896	0.0690796	0.0720198	0.0645337	0.0546884	0.0517822	0.0847397	0.0829959	0.0735929	0.0757258	0.0637092	0.058599
StT_wav_db6__V_A_D_entrop	0.830633	0.860867	0.874368	0.871125	0.879863	0.863152	0.879759	0.864622	0.861103	0.87137	0.873077	0.865669	0.867807	0.85002	0.872722	0.876569	0.872434	0.864947	0.843296	0.852067	0.873917	0.875161	0.864706	0.871565	0.863265	0.859414
StT_wav_db6__V_H_A_energ	0.0397543	0.0518977	0.0796999	0.0591395	0.0715163	0.044902	0.0637255	0.0557067	0.0512208	0.0585651	0.0519306	0.0408568	0.0471747	0.0381532	0.0593308	0.055805	0.0557539	0.0512313	0.041567	0.0426815	0.0653633	0.0658962	0.0560745	0.0614899	0.0505194	0.0450693
StT_wav_db6__V_H_A_entrop	0.826424	0.856406	0.874285	0.86704	0.875153	0.863167	0.882374	0.861052	0.85849	0.867485	0.866004	0.859363	0.865365	0.846439	0.873954	0.875474	0.866296	0.858542	0.839824	0.845472	0.871936	0.87157	0.864635	0.871869	0.863029	0.856736
StT_wav_db6__V_H_H_energ	0.0463003	0.0572992	0.0921308	0.0661786	0.0776374	0.0501567	0.0711659	0.0671766	0.0578025	0.0661509	0.0576383	0.0450455	0.0532446	0.0427121	0.0639128	0.061189	0.0610197	0.0538509	0.0463982	0.0468231	0.072984	0.0730725	0.0616454	0.0682144	0.0558066	0.0513373
StT_wav_db6__V_H_H_entrop	0.82257	0.855514	0.872173	0.864334	0.874972	0.8603	0.879016	0.855479	0.856657	0.866081	0.862332	0.855366	0.866332	0.838386	0.870112	0.870336	0.865363	0.859821	0.834981	0.842232	0.869309	0.870996	0.860657	0.867514	0.860792	0.8537
StT_wav_db6__V_H_V_energ	0.0403322	0.0537465	0.0815425	0.0623572	0.0737131	0.0479485	0.064784	0.0574363	0.0527411	0.0611199	0.0533821	0.0408861	0.0491972	0.0397393	0.0609454	0.0579954	0.0567597	0.0533117	0.0423737	0.0428543	0.0660748	0.0678899	0.0582348	0.0623581	0.0528137	0.0460168
StT_wav_db6__V_H_V_entrop	0.830089	0.860554	0.875847	0.871543	0.881351	0.865593	0.883447	0.867726	0.863888	0.872028	0.87586	0.865763	0.871438	0.851951	0.87522	0.878279	0.87172	0.866946	0.852061	0.851301	0.878499	0.876503	0.866638	0.874684	0.866905	0.861807
StT_wav_db6__V_H_D_energ	0.0469637	0.0595456	0.0937193	0.0699188	0.085041	0.0531459	0.0752766	0.0669364	0.0601916	0.0697124	0.0602226	0.0486722	0.0563484	0.0436712	0.0680477	0.0630617	0.0643467	0.0582995	0.0486133	0.0492174	0.0779734	0.0758186	0.0661861	0.0703743	0.058965	0.0551474
StT_wav_db6__V_H_D_entrop	0.828851	0.862435	0.87609	0.868741	0.876519	0.865549	0.88021	0.865446	0.858307	0.869757	0.868269	0.859987	0.869562	0.848417	0.87259	0.876433	0.869251	0.864112	0.840212	0.847401	0.871078	0.875476	0.862233	0.87194	0.86175	0.855472
StT_wav_db6__V_V_A_energ	0.141919	0.185628	0.3167	0.222278	0.24886	0.160894	0.212629	0.234726	0.179128	0.20577	0.182117	0.142112	0.178819	0.138252	0.197502	0.183795	0.205512	0.181795	0.158797	0.143874	0.233658	0.241382	0.209124	0.213971	0.171389	0.169032
StT_wav_db6__V_V_A_entrop	0.812196	0.840072	0.862482	0.856821	0.865225	0.8475	0.871361	0.846792	0.841635	0.856723	0.850804	0.844142	0.859311	0.821045	0.863877	0.8625	0.859615	0.845035	0.826741	0.830425	0.863391	0.866578	0.854717	0.862603	0.849564	0.838302
StT_wav_db6__V_V_H_energ	0.104955	0.133775	0.228678	0.165602	0.186356	0.119253	0.152109	0.159759	0.132061	0.155293	0.135633	0.103127	0.129158	0.0962195	0.154244	0.13877	0.150009	0.130158	0.111667	0.107761	0.168889	0.173375	0.149341	0.152982	0.129664	0.118397
StT_wav_db6__V_V_H_entrop	0.826436	0.85839	0.874466	0.864067	0.877934	0.861795	0.881946	0.861566	0.85849	0.867587	0.866015	0.861472	0.869088	0.845294	0.875945	0.876022	0.871183	0.864582	0.84369	0.848782	0.877164	0.875752	0.867631	0.872511	0.861619	0.858481
StT_wav_db6__V_V_V_energ	0.0822168	0.105827	0.187917	0.133625	0.167864	0.0935524	0.131458	0.138697	0.108352	0.126805	0.118633	0.0861849	0.111922	0.0841743	0.122175	0.11415	0.130058	0.108582	0.0997751	0.0906072	0.145389	0.145198	0.12587	0.128659	0.108438	0.0986259
StT_wav_db6__V_V_V_entrop	0.813198	0.843112	0.863459	0.859006	0.860502	0.84604	0.866074	0.843068	0.842124	0.854684	0.849811	0.841321	0.856949	0.821667	0.861841	0.857757	0.850728	0.848592	0.826124	0.823509	0.855876	0.860027	0.848659	0.861019	0.849061	0.839429
StT_wav_db6__V_V_D_energ	0.0644039	0.0839636	0.136983	0.103012	0.123086	0.0739801	0.100421	0.0993914	0.0835569	0.0967767	0.0900885	0.0670826	0.0831371	0.0606162	0.10101	0.0879976	0.0965283	0.0830877	0.0747938	0.0684358	0.109272	0.109531	0.0944609	0.0994329	0.0826481	0.0757865
StT_wav_db6__V_V_D_entrop	0.827873	0.855227	0.875479	0.869433	0.876884	0.862211	0.881454	0.861092	0.859978	0.870237	0.871107	0.860947	0.868818	0.847465	0.873267	0.873886	0.866887	0.862747	0.84352	0.849359	0.874559	0.876372	0.86359	0.869637	0.861122	0.856804
StT_wav_db6__V_D_A_energ	0.0625169	0.0825906	0.125741	0.0922052	0.113045	0.0752618	0.0974313	0.0836967	0.0804201	0.091282	0.0808145	0.0638131	0.0736787	0.0623719	0.0906483	0.0894557	0.0870309	0.0821274	0.0655074	0.068414	0.107237	0.102136	0.0896726	0.0953858	0.0818664	0.0730905
StT_wav_db6__V_D_A_entrop	0.830738	0.856931	0.875713	0.86925	0.883108	0.860573	0.886277	0.866449	0.861971	0.872585	0.876835	0.865597	0.868581	0.850573	0.880041	0.880934	0.871782	0.867279	0.851677	0.850675	0.87886	0.877818	0.869595	0.876932	0.865126	0.86256
StT_wav_db6__V_D_H_energ	0.0843768	0.107924	0.174807	0.12537	0.151386	0.10043	0.128893	0.120271	0.108708	0.122835	0.108057	0.0865507	0.0982791	0.0798657	0.120022	0.115685	0.11861	0.106	0.0866847	0.0910161	0.134867	0.138048	0.120216	0.123657	0.107246	0.0956889
StT_wav_db6__V_D_H_entrop	0.824018	0.853351	0.874813	0.864509	0.875897	0.85831	0.881492	0.86307	0.85833	0.867117	0.870107	0.858103	0.869764	0.844628	0.874907	0.873936	0.869493	0.863698	0.844872	0.848077	0.87474	0.876379	0.864936	0.873555	0.862136	0.858651
StT_wav_db6__V_D_V_energ	0.0434362	0.0603635	0.092372	0.0689888	0.0856015	0.0540006	0.0747574	0.0624404	0.0592995	0.0672165	0.0652684	0.048233	0.0553	0.0453821	0.0714062	0.0634692	0.0662437	0.061495	0.0527832	0.050173	0.0772087	0.0762426	0.0661128	0.0720931	0.0600867	0.0532898
StT_wav_db6__V_D_V_entrop	0.832019	0.858361	0.876041	0.866912	0.879422	0.862007	0.881296	0.866465	0.859991	0.871267	0.870463	0.863281	0.87002	0.848178	0.872045	0.878605	0.867346	0.866534	0.847646	0.84599	0.876313	0.876525	0.868225	0.872561	0.863868	0.859418
StT_wav_db6__V_D_D_energ	0.0550528	0.069792	0.114223	0.0852807	0.10446	0.0639493	0.0889489	0.0815225	0.0725726	0.0809234	0.0800332	0.059672	0.0683186	0.0535833	0.0836387	0.0779422	0.082443	0.0746518	0.0630189	0.0603297	0.0925734	0.0929827	0.0803155	0.0853049	0.0707149	0.065509
StT_wav_db6__V_D_D_entrop	0.823747	0.857215	0.873414	0.865337	0.876289	0.861132	0.877348	0.864517	0.856611	0.869429	0.866799	0.853588	0.86797	0.844347	0.872095	0.874597	0.866207	0.859581	0.840999	0.847076	0.872685	0.87578	0.863436	0.871096	0.862985	0.856546
StT_wav_db6__D_A_A_energ	0.0321584	0.042267	0.064647	0.0483079	0.05851	0.0370562	0.052061	0.042542	0.0409733	0.0462871	0.0441945	0.0340607	0.0363877	0.0326401	0.0503345	0.0471744	0.0449186	0.0426495	0.0338154	0.0354073	0.0561502	0.053461	0.0454969	0.0519172	0.0428518	0.0381145
StT_wav_db6__D_A_A_entrop	0.824061	0.850778	0.869574	0.860595	0.879074	0.857813	0.879464	0.859593	0.857402	0.867027	0.869256	0.853537	0.861949	0.847593	0.865833	0.874545	0.865717	0.856304	0.844263	0.844124	0.873545	0.870971	0.860442	0.870334	0.859844	0.855909
StT_wav_db6__D_A_H_energ	0.0312815	0.0402242	0.0614079	0.0484448	0.058935	0.0377874	0.050367	0.0418239	0.0410082	0.0467959	0.0432589	0.0329327	0.0364964	0.0315052	0.0468958	0.0452568	0.0433525	0.0402735	0.0333739	0.0350291	0.0544725	0.0536497	0.0454842	0.0496766	0.0425604	0.0374306
StT_wav_db6__D_A_H_entrop	0.832129	0.858115	0.874877	0.86601	0.879975	0.865007	0.884106	0.864968	0.863433	0.872849	0.869324	0.86302	0.870038	0.852089	0.873819	0.877319	0.872613	0.866711	0.849063	0.84874	0.877066	0.876239	0.867027	0.874262	0.864529	0.858613
StT_wav_db6__D_A_V_energ	0.030678	0.0407097	0.063004	0.0483019	0.058883	0.037907	0.0520286	0.0415476	0.0418887	0.0461559	0.044052	0.0341292	0.0359684	0.0320605	0.0459633	0.0461716	0.0442546	0.0402909	0.0321196	0.0354694	0.0531028	0.0518674	0.0448676	0.0506225	0.0425751	0.0381322
StT_wav_db6__D_A_V_entrop	0.83095	0.860106	0.877656	0.866205	0.878034	0.862132	0.88032	0.863428	0.859986	0.872608	0.872587	0.862589	0.86595	0.851965	0.878211	0.877041	0.869323	0.867149	0.849095	0.844803	0.877707	0.873115	0.867084	0.872839	0.865321	0.860168
StT_wav_db6__D_A_D_energ	0.0312918	0.0396614	0.060937	0.0474276	0.0589712	0.0376766	0.0509769	0.0412467	0.0429624	0.0456161	0.0424452	0.0329724	0.0349202	0.0318523	0.0462657	0.0459413	0.0434319	0.0415933	0.0320751	0.0348324	0.052952	0.0513298	0.0439531	0.0476497	0.0419053	0.0367863
StT_wav_db6__D_A_D_entrop	0.83722	0.865586	0.878196	0.871272	0.881368	0.867111	0.88348	0.870693	0.86459	0.874958	0.875403	0.869175	0.874108	0.858065	0.880314	0.880925	0.874685	0.867676	0.853588	0.854716	0.879786	0.877141	0.872421	0.87683	0.868753	0.864645
StT_wav_db6__D_H_A_energ	0.0376685	0.0494264	0.0768678	0.0568741	0.0672876	0.0445059	0.060393	0.0519237	0.0487022	0.0547927	0.0478449	0.0394344	0.0444492	0.0383923	0.0564537	0.0538335	0.0525875	0.0505344	0.039808	0.0419948	0.0622213	0.0626964	0.0537743	0.0588943	0.0485069	0.0440927
StT_wav_db6__D_H_A_entrop	0.823033	0.855958	0.875206	0.867495	0.877248	0.861977	0.880178	0.863579	0.85925	0.870662	0.873235	0.860019	0.866766	0.845151	0.87322	0.874591	0.868564	0.861791	0.847217	0.84535	0.87552	0.876225	0.86745	0.872434	0.860556	0.858239
StT_wav_db6__D_H_H_energ	0.033302	0.0452128	0.0672377	0.0494377	0.0614448	0.0390071	0.0530387	0.044773	0.0427247	0.0481406	0.045316	0.035186	0.0395485	0.0341343	0.0508273	0.0479834	0.045485	0.0443088	0.0361164	0.036295	0.0570398	0.0547211	0.0471302	0.0531005	0.0438273	0.0381945
StT_wav_db6__D_H_H_entrop	0.825515	0.853909	0.876018	0.866961	0.875068	0.862221	0.88224	0.860947	0.862283	0.868219	0.86819	0.860522	0.864324	0.846815	0.871847	0.874888	0.869463	0.857731	0.847091	0.845673	0.873522	0.873278	0.86376	0.873284	0.858432	0.854918
StT_wav_db6__D_H_V_energ	0.0387721	0.0497309	0.0770173	0.0568104	0.0690939	0.0448662	0.0601521	0.0521871	0.0497844	0.0559637	0.0501309	0.0402783	0.0453284	0.0385673	0.0558107	0.0551561	0.0533637	0.0516482	0.0410161	0.0419259	0.0646566	0.0635842	0.0547447	0.0596951	0.0498554	0.0449887
StT_wav_db6__D_H_V_entrop	0.832525	0.862691	0.877753	0.873926	0.882887	0.866864	0.885672	0.868275	0.863398	0.872983	0.87369	0.867068	0.870668	0.853376	0.878995	0.879955	0.873228	0.869665	0.849751	0.853146	0.876975	0.878082	0.871405	0.877581	0.866949	0.863313
StT_wav_db6__D_H_D_energ	0.0319851	0.0465089	0.0680027	0.051474	0.060863	0.0383759	0.0534085	0.044673	0.0450815	0.0483172	0.044797	0.0353765	0.038291	0.0337195	0.0497056	0.0475071	0.0456107	0.0439451	0.0352929	0.03747	0.057635	0.0541751	0.0462255	0.0531303	0.043689	0.0399284
StT_wav_db6__D_H_D_entrop	0.833978	0.859384	0.875207	0.868888	0.880223	0.867346	0.88534	0.864798	0.860078	0.873359	0.875367	0.863549	0.870307	0.852423	0.879191	0.879112	0.872976	0.865698	0.850598	0.849742	0.877563	0.879321	0.868753	0.873319	0.864315	0.860609
StT_wav_db6__D_V_A_energ	0.0379764	0.045086	0.0730821	0.055581	0.069378	0.0453781	0.0609511	0.0479152	0.0496311	0.0539113	0.0520859	0.0392176	0.0431357	0.0389431	0.0557271	0.0544065	0.0506945	0.050264	0.0378821	0.040817	0.0654258	0.0610302	0.0533758	0.0588097	0.0494831	0.0459976
StT_wav_db6__D_V_A_entrop	0.829396	0.859044	0.874407	0.867219	0.879043	0.860555	0.883412	0.865325	0.85994	0.874118	0.871709	0.862644	0.86444	0.845917	0.875081	0.877304	0.870344	0.858795	0.846602	0.846817	0.873806	0.877086	0.864115	0.87629	0.860535	0.854455
StT_wav_db6__D_V_H_energ	0.0396767	0.0472293	0.0734365	0.0589044	0.0714004	0.0466759	0.0610475	0.0498794	0.050138	0.055831	0.0531414	0.0397681	0.042714	0.038128	0.0561276	0.056732	0.0524584	0.0506721	0.0384976	0.0437601	0.0647055	0.0622952	0.0535493	0.0604342	0.0502889	0.0467005
StT_wav_db6__D_V_H_entrop	0.837938	0.861058	0.88014	0.870188	0.880097	0.866202	0.884398	0.866765	0.865432	0.877344	0.874609	0.869705	0.872734	0.859649	0.875904	0.881538	0.874342	0.867026	0.852309	0.850724	0.879679	0.877777	0.871212	0.874336	0.868043	0.860596
StT_wav_db6__D_V_V_energ	0.0325074	0.0421112	0.0660272	0.0486821	0.0615832	0.039908	0.0540653	0.0428309	0.0441337	0.04815	0.0464136	0.0349186	0.0370816	0.0333337	0.0488701	0.047405	0.0469255	0.043702	0.0352842	0.0369402	0.0588793	0.055558	0.0472012	0.0529839	0.0439201	0.0387065
StT_wav_db6__D_V_V_entrop	0.829384	0.850298	0.869564	0.866509	0.877242	0.857677	0.879662	0.862446	0.853404	0.870665	0.871722	0.859542	0.865731	0.847672	0.873682	0.874968	0.866021	0.858153	0.846235	0.846741	0.873988	0.872354	0.863002	0.872618	0.861073	0.855303
StT_wav_db6__D_V_D_energ	0.0338943	0.0419996	0.0662288	0.0487277	0.0614239	0.0398775	0.0531142	0.043623	0.0436124	0.0488928	0.0469187	0.0355049	0.0379061	0.0330606	0.0503143	0.0471703	0.0455224	0.0432914	0.0346486	0.0365908	0.0582899	0.0556971	0.0471065	0.0514468	0.0429596	0.0402834
StT_wav_db6__D_V_D_entrop	0.834074	0.85553	0.876423	0.86966	0.880931	0.865331	0.883381	0.867057	0.863319	0.871925	0.874568	0.865556	0.870075	0.85483	0.872337	0.879943	0.873814	0.869434	0.851954	0.85208	0.876656	0.87613	0.866087	0.875203	0.868462	0.861273
StT_wav_db6__D_D_A_energ	0.0537848	0.0725655	0.10565	0.082749	0.0959811	0.0669037	0.0857942	0.0706855	0.0715736	0.0798489	0.0724004	0.0566792	0.0631617	0.0545184	0.078346	0.0789322	0.0757592	0.0717628	0.0580647	0.0593091	0.092332	0.0899995	0.0783836	0.0835547	0.0727245	0.0638993
StT_wav_db6__D_D_A_entrop	0.834117	0.859149	0.877286	0.871682	0.879718	0.864175	0.886439	0.868863	0.861272	0.874589	0.875466	0.866078	0.874662	0.852708	0.881038	0.881014	0.870331	0.868603	0.848289	0.853001	0.880098	0.877936	0.868175	0.876233	0.867087	0.859274
StT_wav_db6__D_D_H_energ	0.0422651	0.0581084	0.0821436	0.0627681	0.0787123	0.0515377	0.0665304	0.0536892	0.0566528	0.0613696	0.0610331	0.0452381	0.0489713	0.0433429	0.0669684	0.0617561	0.0587801	0.0574777	0.0454891	0.0481152	0.0736573	0.0701314	0.0611911	0.0667402	0.0560735	0.0514894
StT_wav_db6__D_D_H_entrop	0.832852	0.859725	0.875511	0.869958	0.878582	0.865722	0.883023	0.867629	0.858054	0.874804	0.874581	0.863338	0.867322	0.852219	0.877148	0.878848	0.870674	0.863887	0.849948	0.85055	0.878346	0.876565	0.867761	0.873199	0.864644	0.859633
