	ch11.jpg	ch12.jpg	ch13.jpg	ch14.jpg	ch15.jpg	ch21.jpg	ch22.jpg	ch23.jpg	ch24.jpg	ch25.jpg	cc11.jpg	cc12.jpg	cc13.jpg	cc14.jpg	cc21.jpg	cc22.jpg	cc23.jpg	cc24.jpg	pa11.jpg	pa12.jpg	pa13.jpg	pa14.jpg	pa21.jpg	pa22.jpg	pa23.jpg	pa24.jpg
StT_wav_db6__D_D_V_energ	0.0418156	0.053753	0.081463	0.0641105	0.0765209	0.0500868	0.0666856	0.0562911	0.054479	0.0616537	0.0600668	0.0438149	0.0494819	0.0428379	0.064941	0.0602346	0.0602957	0.0565533	0.0467841	0.0464863	0.0727514	0.0698125	0.0601216	0.0651377	0.0553275	0.0493357
StT_wav_db6__D_D_V_entrop	0.831953	0.859172	0.878618	0.869712	0.880223	0.862705	0.88468	0.868539	0.863649	0.871876	0.872599	0.865557	0.870056	0.847496	0.873227	0.879076	0.870175	0.867047	0.849517	0.8513	0.878064	0.87624	0.86787	0.87526	0.86553	0.860925
StT_wav_db6__D_D_D_energ	0.0345338	0.0480318	0.0703275	0.0519119	0.067213	0.0416232	0.0585817	0.0456712	0.0466099	0.0518076	0.0530494	0.0374712	0.0416871	0.0353028	0.056124	0.0510638	0.0501697	0.0482974	0.0397533	0.0408253	0.062363	0.0599963	0.0499026	0.0582265	0.0479052	0.0426811
StT_wav_db6__D_D_D_entrop	0.829177	0.857777	0.874028	0.865068	0.874818	0.86154	0.880555	0.861362	0.860564	0.870038	0.869927	0.863799	0.867429	0.848793	0.875784	0.876572	0.868101	0.862825	0.844635	0.84781	0.874824	0.873598	0.867867	0.869979	0.859999	0.857066
StT_wav_db20__A_A_A_energ	603.642	562.913	578.059	581.243	598.181	595.226	587.81	583.654	605.11	583.21	592.517	608.85	587.576	610.774	571.79	574.585	581.021	546.975	549.243	540.367	496.248	523.989	541.299	483.285	549.896	570.528
StT_wav_db20__A_A_A_entrop	0.985996	0.9885	0.984049	0.984384	0.986093	0.986148	0.987192	0.983446	0.984818	0.98614	0.982124	0.982911	0.980967	0.984354	0.979976	0.985152	0.979701	0.979393	0.980984	0.974932	0.975297	0.978176	0.981216	0.980923	0.976389	0.979604
StT_wav_db20__A_A_H_energ	2.06472	2.60976	3.24791	2.48038	4.18148	2.68536	3.05961	2.29127	3.04028	3.06425	3.46609	2.70612	2.52296	2.52698	3.51246	3.53223	3.1108	3.37676	2.34929	2.72645	4.01865	3.29122	3.499	2.67853	2.65125	2.61779
StT_wav_db20__A_A_H_entrop	0.877395	0.881905	0.897699	0.891742	0.900866	0.891431	0.897342	0.888785	0.894352	0.8923	0.904684	0.900293	0.899563	0.895012	0.902253	0.901268	0.897921	0.893403	0.888087	0.886559	0.904521	0.898255	0.892389	0.90353	0.89163	0.891462
StT_wav_db20__A_A_V_energ	1.94408	2.79298	3.59184	2.57912	4.06432	2.6977	2.99664	3.26021	2.79815	2.88703	2.8784	2.44449	2.94696	2.36016	3.52774	2.86878	3.41708	3.29119	2.60439	2.38754	3.84082	3.47845	3.61275	2.362	2.64526	2.42199
StT_wav_db20__A_A_V_entrop	0.867541	0.886163	0.897007	0.896642	0.897099	0.886016	0.901656	0.889693	0.890384	0.892404	0.89951	0.898487	0.904454	0.887601	0.906025	0.896832	0.90004	0.892958	0.886819	0.882327	0.90179	0.904474	0.893157	0.899372	0.893259	0.891193
StT_wav_db20__A_A_D_energ	0.869446	1.2038	1.61461	1.18255	1.65267	1.04903	1.16627	1.00588	1.10527	1.16625	1.10755	0.922295	0.988632	0.819565	1.42511	1.25417	1.23575	1.16784	0.919079	0.96807	1.62496	1.49949	1.36046	1.37582	1.27623	1.09962
StT_wav_db20__A_A_D_entrop	0.878448	0.888936	0.900378	0.895631	0.903779	0.895824	0.906165	0.898462	0.89887	0.902148	0.903571	0.902203	0.902673	0.898402	0.905602	0.904882	0.90366	0.903092	0.894975	0.890327	0.906901	0.903436	0.899693	0.900928	0.897837	0.895584
StT_wav_db20__A_H_A_energ	0.245672	0.270631	0.440888	0.332707	0.437521	0.289997	0.349483	0.260539	0.296251	0.343408	0.34844	0.25759	0.244621	0.240855	0.301889	0.354849	0.295307	0.31385	0.227719	0.268235	0.404887	0.366272	0.321622	0.392379	0.298638	0.305867
StT_wav_db20__A_H_A_entrop	0.86073	0.8847	0.891905	0.883522	0.885566	0.88177	0.896331	0.882236	0.884096	0.883871	0.891738	0.888235	0.884257	0.878169	0.891945	0.895085	0.889203	0.881259	0.866146	0.874047	0.896832	0.891304	0.887168	0.891014	0.880223	0.880367
StT_wav_db20__A_H_H_energ	0.784091	0.799847	1.26379	0.896897	1.21468	0.792034	0.837156	0.719478	0.83465	0.906262	0.936065	0.674583	0.694268	0.606527	0.914794	0.991084	0.836651	0.84657	0.611268	0.747218	1.20555	1.04709	0.939221	1.132	0.871333	0.893213
StT_wav_db20__A_H_H_entrop	0.845643	0.868704	0.88288	0.878628	0.887536	0.867616	0.892427	0.877869	0.881768	0.883457	0.882911	0.883951	0.878443	0.87333	0.887607	0.889421	0.883786	0.875044	0.867368	0.872236	0.889534	0.886206	0.880414	0.884985	0.872909	0.861456
StT_wav_db20__A_H_V_energ	0.161876	0.206387	0.302872	0.226515	0.295853	0.195847	0.236381	0.194647	0.207247	0.238993	0.2349	0.164391	0.170299	0.162167	0.225116	0.237965	0.215846	0.215294	0.158795	0.174046	0.275014	0.25645	0.22657	0.255843	0.204428	0.201851
StT_wav_db20__A_H_V_entrop	0.875801	0.891883	0.896385	0.89375	0.899307	0.891396	0.903742	0.891806	0.892821	0.896774	0.901208	0.896711	0.895285	0.888264	0.900704	0.902908	0.899433	0.894523	0.880022	0.883317	0.902732	0.898238	0.895174	0.901103	0.892457	0.890505
StT_wav_db20__A_H_D_energ	0.36685	0.48987	0.740914	0.530493	0.674338	0.4422	0.503497	0.42305	0.480537	0.528458	0.496875	0.364115	0.395105	0.344636	0.560678	0.54691	0.480254	0.468115	0.347874	0.408211	0.680636	0.619084	0.543946	0.59634	0.520612	0.469141
StT_wav_db20__A_H_D_entrop	0.872451	0.889309	0.893559	0.891962	0.900282	0.892078	0.900621	0.891468	0.891639	0.897385	0.899059	0.893522	0.892883	0.886742	0.898621	0.899607	0.897349	0.892965	0.882555	0.882539	0.901997	0.895871	0.891667	0.895356	0.891156	0.886517
StT_wav_db20__A_V_A_energ	0.207504	0.277692	0.478282	0.351868	0.425095	0.258722	0.318852	0.383131	0.282115	0.292488	0.305048	0.227158	0.282307	0.226685	0.327188	0.295373	0.323553	0.289242	0.236413	0.243432	0.365304	0.394276	0.334287	0.31753	0.268994	0.252315
StT_wav_db20__A_V_A_entrop	0.858133	0.885566	0.891296	0.888076	0.892158	0.883502	0.89932	0.879522	0.874457	0.886046	0.884386	0.885278	0.890206	0.867305	0.895084	0.888953	0.890277	0.884502	0.870548	0.864033	0.894324	0.889056	0.887405	0.892624	0.886273	0.875644
StT_wav_db20__A_V_H_energ	0.157864	0.209765	0.336068	0.238839	0.296394	0.17837	0.228881	0.234092	0.19117	0.216798	0.201425	0.161832	0.193536	0.141617	0.236862	0.209596	0.231361	0.201257	0.172175	0.16637	0.259728	0.263613	0.228466	0.227772	0.188615	0.172099
StT_wav_db20__A_V_H_entrop	0.872384	0.89023	0.896376	0.894451	0.900266	0.894542	0.903507	0.890601	0.89337	0.89833	0.898165	0.89505	0.89833	0.887615	0.90086	0.902223	0.896813	0.894986	0.880767	0.882936	0.902523	0.900382	0.896401	0.898991	0.894299	0.89122
StT_wav_db20__A_V_V_energ	0.604948	0.815424	1.27754	0.936068	1.09672	0.675187	0.786181	1.08636	0.763725	0.848418	0.750651	0.643265	0.771016	0.60158	0.962309	0.792541	1.02125	0.822684	0.652029	0.665895	1.13977	1.15987	0.983565	0.969254	0.865244	0.723862
StT_wav_db20__A_V_V_entrop	0.845515	0.872517	0.884003	0.879802	0.890284	0.876986	0.896896	0.871641	0.873321	0.879181	0.889991	0.879021	0.88808	0.865626	0.888469	0.882413	0.878285	0.87731	0.866952	0.864847	0.887459	0.883645	0.881282	0.878157	0.875497	0.870348
StT_wav_db20__A_V_D_energ	0.36413	0.492307	0.757384	0.53501	0.666139	0.424348	0.489305	0.500156	0.447594	0.492391	0.439558	0.359365	0.415306	0.325384	0.544498	0.493268	0.531226	0.448804	0.386358	0.397814	0.635479	0.656354	0.55123	0.560742	0.517535	0.430717
StT_wav_db20__A_V_D_entrop	0.868144	0.885032	0.897238	0.892247	0.901731	0.890126	0.90211	0.887698	0.88886	0.893755	0.89813	0.895032	0.897319	0.886703	0.899023	0.89828	0.895168	0.89365	0.880643	0.883535	0.901341	0.898126	0.896257	0.895046	0.89119	0.887752
StT_wav_db20__A_D_A_energ	0.0799693	0.109	0.155585	0.112176	0.14699	0.0974575	0.119851	0.101739	0.101624	0.110284	0.117479	0.0826392	0.0910556	0.0800906	0.120368	0.113701	0.106621	0.105349	0.0855249	0.0879607	0.138961	0.131348	0.116129	0.118504	0.102449	0.0947539
StT_wav_db20__A_D_A_entrop	0.870053	0.886094	0.899669	0.894112	0.90229	0.889536	0.903707	0.892246	0.889346	0.896657	0.897142	0.894284	0.896419	0.883932	0.899372	0.900876	0.898069	0.891648	0.881347	0.879451	0.900647	0.89837	0.895987	0.898236	0.891761	0.887256
StT_wav_db20__A_D_H_energ	0.117142	0.15695	0.243805	0.174859	0.218331	0.14207	0.163298	0.159292	0.149668	0.159189	0.157106	0.115315	0.131989	0.110994	0.170111	0.168901	0.160068	0.144478	0.119382	0.131123	0.191748	0.190186	0.162198	0.172493	0.146959	0.127139
StT_wav_db20__A_D_H_entrop	0.866085	0.884219	0.895956	0.889413	0.898857	0.886967	0.901817	0.886195	0.88502	0.895532	0.894381	0.889764	0.89637	0.880098	0.897877	0.89768	0.895364	0.890198	0.873871	0.881002	0.899202	0.896949	0.891558	0.894677	0.888323	0.88697
StT_wav_db20__A_D_V_energ	0.113337	0.156485	0.217005	0.167848	0.205113	0.140579	0.171643	0.139329	0.150691	0.171976	0.171605	0.120163	0.12438	0.1176	0.168654	0.165519	0.157621	0.150825	0.116164	0.129511	0.198379	0.188723	0.169101	0.172274	0.149145	0.138702
StT_wav_db20__A_D_V_entrop	0.868282	0.887468	0.89534	0.889477	0.899307	0.886757	0.901042	0.890216	0.885135	0.892395	0.895223	0.889363	0.891759	0.87984	0.896702	0.899645	0.894683	0.890818	0.876833	0.88017	0.900136	0.895555	0.89449	0.895963	0.891029	0.880535
StT_wav_db20__A_D_D_energ	0.209932	0.274387	0.42634	0.317423	0.394665	0.257146	0.300075	0.274081	0.276878	0.306645	0.269249	0.201191	0.226481	0.194368	0.308299	0.302015	0.289516	0.258293	0.20014	0.240645	0.364475	0.349646	0.302116	0.323131	0.278091	0.241015
StT_wav_db20__A_D_D_entrop	0.864052	0.881591	0.89247	0.887675	0.897148	0.884771	0.896035	0.880671	0.884109	0.89043	0.892442	0.889572	0.890346	0.877154	0.8952	0.895738	0.887888	0.888047	0.875982	0.874669	0.896937	0.895409	0.886792	0.892497	0.886649	0.880096
StT_wav_db20__H_A_A_energ	0.0643879	0.0690576	0.102749	0.0747282	0.0970413	0.0666595	0.0913641	0.0633047	0.075733	0.0803794	0.0770029	0.0626781	0.0633175	0.0560346	0.0689453	0.086712	0.0713322	0.0702176	0.0529479	0.0618005	0.0917373	0.0911883	0.0749488	0.0944137	0.0681888	0.0709742
StT_wav_db20__H_A_A_entrop	0.858475	0.880832	0.89493	0.887186	0.895117	0.885211	0.893665	0.885901	0.881102	0.890441	0.8944	0.889385	0.887689	0.877391	0.89416	0.897155	0.892041	0.887048	0.87363	0.873664	0.896281	0.893251	0.891689	0.894544	0.884864	0.883627
StT_wav_db20__H_A_H_energ	0.0765131	0.0798324	0.118007	0.0882482	0.112879	0.0779816	0.100085	0.071783	0.0845499	0.0938407	0.0952104	0.0697488	0.0720102	0.0627238	0.0786891	0.0967943	0.0818791	0.0819829	0.0599955	0.0734279	0.104551	0.0962458	0.0838694	0.105497	0.0759103	0.0778684
StT_wav_db20__H_A_H_entrop	0.862891	0.88283	0.89893	0.891836	0.899194	0.889365	0.899913	0.892597	0.89226	0.893444	0.889314	0.890177	0.890965	0.883293	0.899069	0.898114	0.893925	0.886074	0.876996	0.880626	0.898443	0.895465	0.891151	0.895953	0.885192	0.884623
StT_wav_db20__H_A_V_energ	0.0482297	0.0576047	0.0815133	0.0630086	0.0812164	0.0534082	0.0754347	0.0544007	0.063103	0.0686686	0.0661559	0.0506272	0.0500959	0.0461364	0.0604465	0.0705052	0.0635065	0.0612808	0.0434215	0.0516238	0.0770273	0.0743941	0.0635692	0.0742715	0.0588206	0.057806
StT_wav_db20__H_A_V_entrop	0.87455	0.888393	0.900413	0.896996	0.899602	0.891143	0.904941	0.894705	0.892535	0.898469	0.901215	0.89725	0.898748	0.889709	0.900165	0.901464	0.898647	0.892817	0.888465	0.879907	0.90304	0.900466	0.89818	0.900558	0.895007	0.889655
StT_wav_db20__H_A_D_energ	0.0544069	0.0639518	0.0975469	0.0741422	0.0934283	0.062307	0.0828726	0.0607715	0.0691603	0.077484	0.0769965	0.0550768	0.0557556	0.0512624	0.0711453	0.0764702	0.0685546	0.0689782	0.0478986	0.0576283	0.0867478	0.0808569	0.0712055	0.0823858	0.0655282	0.0621712
StT_wav_db20__H_A_D_entrop	0.878309	0.895321	0.901002	0.894312	0.900602	0.896865	0.903772	0.89887	0.895848	0.902344	0.898167	0.898671	0.899003	0.889906	0.90333	0.905389	0.899804	0.897605	0.88524	0.8882	0.904265	0.9008	0.897681	0.903245	0.895451	0.893151
StT_wav_db20__H_H_A_energ	0.142496	0.153884	0.248365	0.191003	0.237516	0.168068	0.20657	0.150578	0.181527	0.194149	0.185117	0.145081	0.142223	0.134608	0.171263	0.206273	0.168697	0.167416	0.113439	0.146195	0.220726	0.202069	0.175878	0.236168	0.166558	0.166428
StT_wav_db20__H_H_A_entrop	0.864256	0.880918	0.892978	0.883278	0.89337	0.881406	0.896743	0.882572	0.884157	0.886466	0.889085	0.885892	0.889772	0.876041	0.896594	0.897026	0.887841	0.886016	0.87659	0.875029	0.895583	0.889525	0.888255	0.888767	0.878688	0.878249
StT_wav_db20__H_H_H_energ	0.098541	0.107201	0.157491	0.118799	0.14261	0.102707	0.122482	0.0915306	0.112053	0.118698	0.119497	0.0878774	0.0919943	0.082027	0.107091	0.130346	0.101696	0.106775	0.080528	0.0955302	0.141317	0.11824	0.104962	0.132831	0.095922	0.0959464
StT_wav_db20__H_H_H_entrop	0.855555	0.874517	0.891865	0.885777	0.893118	0.879318	0.894261	0.887448	0.884933	0.887367	0.887772	0.881187	0.88219	0.874244	0.88366	0.891902	0.889994	0.881775	0.864651	0.873912	0.890145	0.888302	0.886738	0.890652	0.880686	0.875442
StT_wav_db20__H_H_V_energ	0.103043	0.115743	0.180462	0.138855	0.179931	0.124877	0.149474	0.116247	0.126444	0.146533	0.142744	0.104856	0.103261	0.100295	0.140834	0.148069	0.131715	0.129649	0.0887895	0.10594	0.164132	0.156388	0.138175	0.162867	0.125595	0.125139
StT_wav_db20__H_H_V_entrop	0.874325	0.891917	0.899744	0.894343	0.901359	0.891296	0.903759	0.89346	0.894771	0.900133	0.899826	0.895705	0.897811	0.888903	0.89898	0.90339	0.899018	0.895639	0.885888	0.88319	0.904568	0.900729	0.897215	0.899948	0.893966	0.889424
StT_wav_db20__H_H_D_energ	0.0676637	0.0853687	0.123506	0.094036	0.116694	0.0775265	0.0992556	0.078127	0.0850682	0.0961922	0.0928173	0.0670709	0.0685577	0.0645087	0.0928996	0.097246	0.0829574	0.0850916	0.0607328	0.0750009	0.110381	0.10218	0.0870926	0.108016	0.0790037	0.0777702
StT_wav_db20__H_H_D_entrop	0.870698	0.886649	0.898329	0.888801	0.895446	0.891259	0.900072	0.893904	0.893475	0.898921	0.893009	0.893214	0.896553	0.885336	0.89624	0.901891	0.895611	0.892929	0.879271	0.883615	0.901676	0.896599	0.894423	0.896757	0.892685	0.885443
StT_wav_db20__H_V_A_energ	0.0397787	0.048466	0.0750095	0.057216	0.071428	0.0476116	0.0635436	0.0480261	0.0501542	0.0586294	0.0599495	0.0421955	0.0448592	0.0387176	0.055344	0.0566427	0.0535756	0.0524284	0.0379528	0.0427289	0.068432	0.0647245	0.057674	0.062557	0.0505255	0.0490048
StT_wav_db20__H_V_A_entrop	0.871996	0.889134	0.896421	0.889221	0.901532	0.888716	0.902481	0.893043	0.889901	0.896401	0.896909	0.892518	0.892195	0.885279	0.900355	0.901601	0.895286	0.889923	0.879712	0.880336	0.900043	0.89661	0.892675	0.898193	0.892077	0.88362
StT_wav_db20__H_V_H_energ	0.0445605	0.0537002	0.081228	0.0622456	0.0770047	0.0523862	0.0686939	0.0532343	0.0548417	0.0607303	0.0639518	0.0457369	0.0482438	0.0416516	0.0613393	0.0620884	0.0577803	0.0553563	0.042269	0.0474336	0.0731506	0.0707651	0.0588323	0.0673306	0.0546375	0.0525163
StT_wav_db20__H_V_H_entrop	0.876409	0.890412	0.90018	0.892721	0.903232	0.893607	0.903141	0.893833	0.894338	0.900355	0.898043	0.894524	0.896947	0.888183	0.903658	0.902896	0.899086	0.894269	0.882355	0.887003	0.901656	0.90006	0.897848	0.902268	0.893847	0.888257
StT_wav_db20__H_V_V_energ	0.0447449	0.0526987	0.0781417	0.0611706	0.0757875	0.0519101	0.0702575	0.0519057	0.057218	0.0634891	0.0657003	0.0448963	0.0461424	0.0435238	0.0584571	0.0642188	0.057343	0.0582944	0.0392527	0.0469246	0.0762527	0.0742867	0.0624881	0.0696394	0.0563447	0.0542476
StT_wav_db20__H_V_V_entrop	0.869287	0.886564	0.893942	0.893054	0.897532	0.886241	0.900189	0.889961	0.886965	0.893361	0.896382	0.892318	0.891568	0.880513	0.893097	0.900622	0.892014	0.888796	0.87819	0.878592	0.89692	0.894956	0.890573	0.897227	0.886978	0.882945
StT_wav_db20__H_V_D_energ	0.0514673	0.059236	0.0906775	0.0707448	0.0875859	0.0585268	0.0771469	0.0591799	0.0645945	0.0721342	0.0743543	0.0504815	0.0506161	0.0469468	0.0675615	0.0693305	0.0652629	0.0637022	0.0447974	0.0537385	0.0830353	0.0768234	0.067801	0.0781556	0.0613482	0.0592724
StT_wav_db20__H_V_D_entrop	0.871209	0.890333	0.897936	0.89226	0.89902	0.890432	0.899465	0.894009	0.890062	0.896517	0.892939	0.893216	0.894767	0.882834	0.899503	0.902202	0.893753	0.890799	0.877571	0.882694	0.9006	0.89819	0.894305	0.89782	0.891602	0.888338
StT_wav_db20__H_D_A_energ	0.0658814	0.0760153	0.1208	0.0920212	0.113114	0.0762445	0.0972682	0.0807298	0.0803211	0.0919421	0.0882616	0.0662424	0.0717583	0.0618969	0.0927097	0.0904262	0.0861483	0.0794014	0.06026	0.0696637	0.107478	0.103942	0.0909574	0.0995276	0.0806767	0.0738157
StT_wav_db20__H_D_A_entrop	0.869204	0.888215	0.900613	0.893854	0.903719	0.89116	0.903123	0.890373	0.888391	0.896667	0.898006	0.893084	0.897174	0.887221	0.901123	0.903381	0.896943	0.89088	0.882514	0.883189	0.901036	0.899228	0.892767	0.898616	0.892321	0.887701
StT_wav_db20__H_D_H_energ	0.0513329	0.0623153	0.0949427	0.0720263	0.0855244	0.0589555	0.0779624	0.0601535	0.061638	0.0687443	0.073151	0.0536771	0.0582587	0.0493431	0.0736725	0.072501	0.0652715	0.0627392	0.0467321	0.0580298	0.0867003	0.077857	0.0686577	0.0773937	0.0612694	0.0582972
StT_wav_db20__H_D_H_entrop	0.869055	0.886276	0.898547	0.889891	0.899751	0.887922	0.902357	0.890801	0.88905	0.896435	0.894932	0.888982	0.894137	0.880715	0.899717	0.901598	0.894619	0.891223	0.877201	0.882819	0.897022	0.895098	0.889205	0.896519	0.891972	0.884914
StT_wav_db20__H_D_V_energ	0.0856716	0.0923036	0.152333	0.114211	0.142829	0.101471	0.12468	0.100051	0.107823	0.12257	0.113237	0.0861584	0.0891656	0.0820122	0.117787	0.124424	0.109198	0.108569	0.0724184	0.0943239	0.139493	0.137238	0.119706	0.129882	0.107394	0.0993561
StT_wav_db20__H_D_V_entrop	0.868391	0.886782	0.897084	0.892818	0.899778	0.885263	0.900639	0.889376	0.887113	0.894592	0.896665	0.89228	0.894477	0.882345	0.895977	0.897548	0.894958	0.888008	0.877333	0.878685	0.899065	0.896698	0.89188	0.895259	0.890999	0.883632
StT_wav_db20__H_D_D_energ	0.059923	0.0737887	0.108293	0.082974	0.0988062	0.0707202	0.0886896	0.0705757	0.07498	0.0876064	0.0843274	0.0631901	0.063501	0.0577312	0.088662	0.0832635	0.0786208	0.0789944	0.0546079	0.0677529	0.0966018	0.0914351	0.0777635	0.0936187	0.0752833	0.0715076
StT_wav_db20__H_D_D_entrop	0.868435	0.879032	0.897261	0.887892	0.895994	0.886669	0.901819	0.891089	0.887963	0.890314	0.893483	0.886688	0.890996	0.876897	0.893226	0.896769	0.888978	0.882261	0.870368	0.879098	0.897683	0.893042	0.890102	0.89393	0.887792	0.878254
StT_wav_db20__V_A_A_energ	0.0597118	0.0748759	0.117513	0.0845949	0.0955862	0.0671464	0.0978091	0.0893541	0.0747143	0.0809198	0.0716397	0.0600627	0.067912	0.0573938	0.0773177	0.0733098	0.0795915	0.0727469	0.0623512	0.0562444	0.0957002	0.0970911	0.0807577	0.0887118	0.0698408	0.0644057
StT_wav_db20__V_A_A_entrop	0.855937	0.882218	0.891096	0.88691	0.899594	0.886351	0.899744	0.880257	0.883007	0.890919	0.892557	0.883667	0.889297	0.878751	0.894947	0.896647	0.893227	0.886318	0.871057	0.873902	0.895463	0.889791	0.888136	0.896751	0.886518	0.884386
StT_wav_db20__V_A_H_energ	0.0514978	0.065326	0.0971017	0.07159	0.0797204	0.0538206	0.0744233	0.0705017	0.0635696	0.0668066	0.0589121	0.0483684	0.0574315	0.0435727	0.0650797	0.0619033	0.0644479	0.0563914	0.047339	0.0479976	0.0756937	0.0773037	0.0669246	0.0699972	0.057219	0.052162
StT_wav_db20__V_A_H_entrop	0.873831	0.887152	0.899413	0.89451	0.902136	0.892921	0.901863	0.891707	0.887351	0.897431	0.900224	0.894126	0.898245	0.886251	0.899284	0.902273	0.897829	0.893769	0.883262	0.883055	0.901886	0.900443	0.897768	0.900505	0.893439	0.892605
StT_wav_db20__V_A_V_energ	0.0633466	0.0855456	0.126522	0.091409	0.111691	0.071224	0.102174	0.105951	0.0823583	0.092107	0.0830579	0.0647463	0.0783688	0.0648653	0.0887386	0.084989	0.0910628	0.0785195	0.0651913	0.0640999	0.106741	0.100337	0.0930694	0.0924686	0.0786592	0.0710213
StT_wav_db20__V_A_V_entrop	0.862081	0.887104	0.892738	0.893089	0.896374	0.889302	0.90096	0.882726	0.885108	0.896063	0.894302	0.890497	0.893577	0.878816	0.895187	0.896521	0.892157	0.891834	0.879089	0.876945	0.895531	0.899118	0.889309	0.896117	0.891101	0.886977
StT_wav_db20__V_A_D_energ	0.0536849	0.0696372	0.105669	0.076976	0.0904009	0.0586904	0.0816509	0.0783258	0.0712457	0.0758803	0.0652083	0.0536908	0.06414	0.0501928	0.0730619	0.0695931	0.0735226	0.0664608	0.0532717	0.0556624	0.085087	0.0839286	0.0769704	0.0787288	0.0635988	0.0578746
StT_wav_db20__V_A_D_entrop	0.879255	0.893545	0.900587	0.898787	0.903596	0.896781	0.902756	0.895096	0.891831	0.899472	0.902314	0.896987	0.899957	0.887719	0.901836	0.902154	0.901588	0.894645	0.886734	0.884694	0.903518	0.903247	0.899499	0.900204	0.896716	0.891673
StT_wav_db20__V_H_A_energ	0.0404692	0.0525275	0.0801232	0.0572523	0.0718849	0.0469277	0.0647595	0.0545396	0.052347	0.0567705	0.0520405	0.0417133	0.0470317	0.0390003	0.0576803	0.0569347	0.0543574	0.0506969	0.0405639	0.0436366	0.0653695	0.0669885	0.0575246	0.0627262	0.0512047	0.0447742
StT_wav_db20__V_H_A_entrop	0.866916	0.887254	0.898772	0.895772	0.900226	0.889496	0.902586	0.89398	0.889006	0.895836	0.8974	0.889406	0.896154	0.880424	0.901493	0.899519	0.898563	0.890104	0.878458	0.877654	0.89989	0.898059	0.894414	0.89908	0.889997	0.891086
StT_wav_db20__V_H_H_energ	0.0478487	0.0595775	0.0944377	0.0662794	0.0760744	0.0518727	0.0705784	0.0648811	0.0609859	0.0651655	0.0579138	0.0437369	0.0532867	0.0418034	0.063352	0.0619062	0.0602831	0.0536375	0.043685	0.0490889	0.072196	0.0720006	0.0610214	0.0692988	0.0542759	0.0484515
StT_wav_db20__V_H_H_entrop	0.868593	0.883696	0.893171	0.893248	0.900454	0.890664	0.900322	0.888241	0.884726	0.895769	0.890127	0.885689	0.897082	0.876379	0.896793	0.898987	0.893323	0.886759	0.874796	0.879801	0.89607	0.895705	0.891972	0.896922	0.887424	0.885651
StT_wav_db20__V_H_V_energ	0.0425352	0.0597455	0.0827019	0.0626222	0.0754357	0.0498304	0.0690292	0.059767	0.0552951	0.0615208	0.0590496	0.0437185	0.0508753	0.0423591	0.0635257	0.0611107	0.0599942	0.055659	0.0457755	0.047161	0.0711386	0.0721832	0.0621955	0.0667743	0.0552561	0.0485212
StT_wav_db20__V_H_V_entrop	0.873981	0.890929	0.900359	0.898658	0.903617	0.893187	0.903501	0.894296	0.892578	0.900594	0.896191	0.893812	0.898065	0.885194	0.901023	0.901122	0.898686	0.889672	0.883137	0.880663	0.901806	0.900981	0.896386	0.898838	0.894749	0.892141
StT_wav_db20__V_H_D_energ	0.0522627	0.064858	0.101644	0.0736014	0.0852849	0.0581546	0.0777999	0.0683903	0.0657821	0.0707997	0.0626281	0.0490562	0.0597834	0.0449756	0.0698028	0.0640494	0.067683	0.059768	0.0497857	0.0527239	0.0785026	0.0783754	0.0686012	0.0755878	0.0615346	0.0548833
