	ch11.jpg	ch12.jpg	ch13.jpg	ch14.jpg	ch15.jpg	ch41.jpg	ch42.jpg	ch43.jpg	ch44.jpg	ch45.jpg	ch46.jpg	cc11.jpg	cc12.jpg	cc13.jpg	cc14.jpg	cc41.jpg	cc42.jpg	cc43.jpg	cc44.jpg	pa11.jpg	pa12.jpg	pa13.jpg	pa14.jpg	pa41.jpg	pa42.jpg	pa43.jpg	pa44.jpg
GcT_wav_db6__H_H_V_entrop	0.832354	0.864189	0.87324	0.872997	0.845639	0.836697	0.819355	0.812323	0.832507	0.851128	0.853064	0.876178	0.840732	0.851751	0.824839	0.823719	0.850525	0.847188	0.822455	0.818662	0.844761	0.843038	0.861587	0.838684	0.846334	0.829745	0.814859
GcT_wav_db6__H_H_D_energ	2.64491	9.42752	1.45575	1.13512	4.02117	4.61409	3.42631	2.37802	2.76604	4.5612	6.17061	2.24459	1.90773	1.5274	1.62232	3.09676	2.8691	2.45789	3.76538	3.42754	1.50427	3.69465	2.19589	4.79859	6.30905	5.29189	3.0971
GcT_wav_db6__H_H_D_entrop	0.816476	0.877139	0.872327	0.869036	0.842038	0.846937	0.804243	0.800144	0.820151	0.845498	0.846415	0.880303	0.835537	0.842642	0.825555	0.810497	0.864907	0.839614	0.802035	0.820791	0.83617	0.835709	0.861418	0.833755	0.842685	0.81211	0.807517
GcT_wav_db6__H_V_A_energ	1.10901	2.59809	0.517531	0.408604	1.33955	1.49133	1.50932	0.871743	1.18361	1.70952	2.36376	0.557478	0.890503	0.749833	0.824331	1.21477	0.707091	0.920216	1.75135	1.68276	0.755364	1.56918	0.888259	1.45023	2.77878	2.07474	1.35669
GcT_wav_db6__H_V_A_entrop	0.804344	0.841088	0.865439	0.871217	0.795313	0.808669	0.775607	0.795615	0.809456	0.820719	0.823772	0.867102	0.816803	0.828373	0.809934	0.810548	0.841627	0.824829	0.783512	0.807029	0.817048	0.825103	0.860497	0.819458	0.82446	0.801685	0.795355
GcT_wav_db6__H_V_H_energ	1.14337	2.53802	0.549157	0.430841	1.62739	1.5302	1.5241	0.89352	1.23999	1.93399	2.53406	0.565555	0.919614	0.779317	0.829556	1.32686	0.692905	0.976712	1.82369	1.76965	0.792885	1.69623	0.937174	1.64988	3.11036	2.29063	1.42653
GcT_wav_db6__H_V_H_entrop	0.807548	0.845685	0.868434	0.877054	0.826795	0.80738	0.798315	0.81013	0.817451	0.830446	0.830232	0.874639	0.829055	0.834273	0.813625	0.805116	0.840628	0.827202	0.791604	0.814936	0.828015	0.832754	0.860115	0.825454	0.833799	0.798546	0.803894
GcT_wav_db6__H_V_V_energ	1.44141	3.42135	0.697019	0.560541	1.65189	1.66195	1.97463	1.08989	1.47194	2.04331	2.87309	0.692301	1.07696	0.922321	0.996561	1.58529	0.949915	1.14965	1.97551	1.87626	0.8932	1.94549	1.07916	1.72027	3.25844	2.75019	1.73782
GcT_wav_db6__H_V_V_entrop	0.818955	0.853005	0.864524	0.876385	0.816815	0.822872	0.774933	0.815605	0.812117	0.824829	0.832355	0.87061	0.824364	0.827824	0.815417	0.814637	0.856022	0.826994	0.802986	0.80134	0.826421	0.829994	0.861465	0.823371	0.819944	0.813503	0.790558
GcT_wav_db6__H_V_D_energ	1.59549	3.49293	0.713189	0.592747	2.21239	1.70663	1.94949	1.22305	1.54082	2.23245	3.16906	0.724139	1.11772	0.971637	1.02291	1.73606	0.993755	1.23206	2.28135	2.13015	0.959948	2.11593	1.16924	2.05637	3.61029	3.03173	1.82614
GcT_wav_db6__H_V_D_entrop	0.812007	0.852948	0.873587	0.87357	0.840531	0.817134	0.797743	0.811587	0.825268	0.835512	0.838855	0.874133	0.832027	0.83485	0.820026	0.815635	0.8527	0.830247	0.796738	0.81821	0.830004	0.829207	0.863459	0.832339	0.826551	0.814705	0.802379
GcT_wav_db6__H_D_A_energ	2.23029	6.32448	1.13912	0.934869	2.75175	3.36986	2.92403	1.7389	2.16496	3.60981	5.00756	1.09373	1.51471	1.36302	1.36519	2.40442	1.69512	1.83846	3.4161	2.84164	1.34616	2.83205	1.69673	3.58534	5.57725	4.18118	2.61692
GcT_wav_db6__H_D_A_entrop	0.810627	0.856494	0.862624	0.865436	0.819741	0.827005	0.793626	0.803754	0.815334	0.831634	0.834353	0.875494	0.826397	0.832082	0.806742	0.806161	0.844629	0.826375	0.795267	0.813001	0.826058	0.831476	0.851764	0.825559	0.829009	0.800112	0.796997
GcT_wav_db6__H_D_H_energ	1.27934	4.37296	0.522622	0.431866	1.83555	2.40871	1.76218	0.937227	1.35982	2.34484	2.97675	0.800944	1.03501	0.895318	0.928951	1.46548	1.13996	1.07327	2.02766	2.21188	0.914253	1.99188	1.02798	2.10396	3.85522	2.51862	1.58581
GcT_wav_db6__H_D_H_entrop	0.787283	0.854079	0.855972	0.858682	0.806609	0.830016	0.774942	0.786555	0.809255	0.820912	0.819445	0.879675	0.813792	0.815807	0.804248	0.793912	0.848837	0.808012	0.78219	0.80677	0.820888	0.820012	0.846992	0.820528	0.831111	0.788286	0.788503
GcT_wav_db6__H_D_V_energ	3.81477	10.9279	2.0929	1.72633	4.64416	5.00552	4.89475	3.37079	3.54253	5.53119	8.11883	1.91284	2.35211	2.01425	2.17765	3.9954	3.14209	3.12887	5.17099	4.20015	1.99844	4.52852	2.7507	5.88745	7.65066	7.39427	4.24471
GcT_wav_db6__H_D_V_entrop	0.816785	0.865856	0.868982	0.869059	0.831314	0.821338	0.802202	0.806071	0.820171	0.836687	0.842435	0.87044	0.83646	0.840033	0.816096	0.817008	0.845438	0.844602	0.816504	0.808512	0.832916	0.833884	0.860443	0.826769	0.832245	0.809004	0.805155
GcT_wav_db6__H_D_D_energ	1.83731	6.90284	0.873401	0.722719	2.72513	3.2936	2.59129	1.57395	1.95006	3.05971	4.20875	1.29216	1.33433	1.16193	1.22454	2.08741	1.95772	1.60195	2.73876	2.84083	1.17695	2.7974	1.44856	3.14218	4.85553	3.94035	2.2407
GcT_wav_db6__H_D_D_entrop	0.798234	0.866363	0.856246	0.856077	0.824156	0.837064	0.772935	0.792749	0.812518	0.827578	0.830027	0.880036	0.825809	0.821709	0.809869	0.801416	0.856299	0.822588	0.791742	0.813236	0.827218	0.82536	0.857254	0.825273	0.83206	0.787189	0.790604
GcT_wav_db6__V_A_A_energ	3.00436	6.54058	1.71656	1.44344	2.42496	3.06534	3.23141	2.11441	2.2415	4.09394	4.62491	1.71633	2.49753	2.48499	2.37535	2.91121	2.19521	2.00717	4.40595	3.4036	1.90986	3.53318	2.65023	3.30787	4.79473	5.29929	2.73106
GcT_wav_db6__V_A_A_entrop	0.824707	0.859698	0.87029	0.869791	0.79837	0.82243	0.815558	0.844917	0.828457	0.835873	0.817239	0.85034	0.846579	0.845079	0.825321	0.824522	0.853249	0.841104	0.797842	0.792869	0.820615	0.826765	0.865027	0.823834	0.814074	0.823917	0.811829
GcT_wav_db6__V_A_H_energ	1.99039	4.76184	1.10081	0.865612	1.74081	2.16247	2.05493	1.36999	1.67632	2.74341	3.46103	1.01788	1.41287	1.37603	1.28983	2.05712	1.34466	1.4411	2.87174	2.40351	1.12334	2.45864	1.67778	2.48564	3.88697	3.53118	2.00296
GcT_wav_db6__V_A_H_entrop	0.829784	0.866096	0.877349	0.876231	0.807616	0.833723	0.818689	0.842012	0.826364	0.847385	0.837771	0.868992	0.83719	0.837764	0.822829	0.824955	0.863224	0.851642	0.821135	0.808423	0.83652	0.829494	0.85786	0.823715	0.825833	0.827262	0.813475
GcT_wav_db6__V_A_V_energ	3.07829	6.80807	1.69229	1.43662	3.61463	3.20014	3.1377	2.1683	2.21505	4.50798	5.05771	1.89315	2.19933	2.23117	2.18961	2.80868	2.23276	2.00535	4.2674	3.64075	1.84462	3.34941	2.48141	4.60962	6.17539	5.24798	2.77231
GcT_wav_db6__V_A_V_entrop	0.821035	0.863064	0.863825	0.860337	0.831527	0.821457	0.816397	0.824866	0.831165	0.827723	0.826651	0.855666	0.846743	0.849262	0.827855	0.826884	0.859313	0.838558	0.8005	0.778229	0.823563	0.83472	0.865817	0.837905	0.824178	0.822002	0.8154
GcT_wav_db6__V_A_D_energ	2.14057	5.17634	1.10328	0.851376	2.24449	2.30885	2.22754	1.42043	1.7006	2.83857	3.63961	1.11175	1.38966	1.37031	1.21703	2.04742	1.43869	1.56183	3.2232	2.50561	1.16089	2.60681	1.6037	3.20518	4.56135	3.61037	2.05936
GcT_wav_db6__V_A_D_entrop	0.819586	0.868759	0.871207	0.876743	0.835747	0.827927	0.8164	0.82757	0.829405	0.848327	0.847139	0.871559	0.839434	0.842378	0.83187	0.829502	0.861572	0.83239	0.814541	0.811544	0.835329	0.827143	0.858019	0.838831	0.830818	0.826858	0.813006
GcT_wav_db6__V_H_A_energ	1.1762	2.67331	0.536171	0.41967	1.27401	1.47807	1.41055	0.741857	1.17916	1.75737	2.38353	0.53151	0.904191	0.808715	0.860928	1.27757	0.698868	0.92021	1.86006	1.79739	0.755809	1.66103	0.900659	1.58989	2.92814	2.0549	1.43882
GcT_wav_db6__V_H_A_entrop	0.775647	0.84232	0.853588	0.866767	0.787885	0.811561	0.785273	0.81804	0.798606	0.831628	0.820616	0.872088	0.814407	0.827234	0.80127	0.79772	0.835877	0.819285	0.785153	0.805542	0.808156	0.814498	0.855067	0.811489	0.823582	0.793726	0.78026
GcT_wav_db6__V_H_H_energ	1.53507	3.75147	0.756419	0.572722	1.56254	1.84099	1.67279	1.0428	1.4081	2.25346	2.80322	0.717402	1.12356	1.01671	0.99272	1.66253	0.93585	1.20359	2.25351	2.07659	0.967377	2.04173	1.25975	1.95737	3.30106	2.86507	1.625
GcT_wav_db6__V_H_H_entrop	0.805224	0.858814	0.860819	0.876902	0.788106	0.816277	0.797698	0.820486	0.807832	0.833634	0.83064	0.869885	0.821839	0.82839	0.809884	0.804453	0.855635	0.828458	0.80197	0.802262	0.815416	0.815388	0.843419	0.821188	0.825887	0.806351	0.797377
GcT_wav_db6__V_H_V_energ	1.23465	3.0003	0.568886	0.425154	1.44499	1.49443	1.48576	0.829296	1.21412	1.80532	2.59839	0.500743	0.899051	0.812777	0.870441	1.28361	0.657838	0.997272	1.99741	1.83817	0.802517	1.73477	0.957124	1.75951	3.34501	2.16691	1.45274
GcT_wav_db6__V_H_V_entrop	0.798209	0.853994	0.859704	0.874661	0.817955	0.811919	0.796119	0.810846	0.814234	0.830769	0.826023	0.875472	0.82502	0.834928	0.809	0.811645	0.850806	0.823586	0.795246	0.812515	0.815085	0.825511	0.85563	0.823258	0.82337	0.804357	0.798776
GcT_wav_db6__V_H_D_energ	1.70157	4.22096	0.806068	0.594643	1.91882	1.92411	1.81648	1.11632	1.5359	2.23928	3.02003	0.712569	1.13765	1.05114	0.99613	1.68203	0.980098	1.25448	2.60353	2.16298	0.977889	2.1511	1.24335	2.3148	3.82625	2.85522	1.7151
GcT_wav_db6__V_H_D_entrop	0.806251	0.859487	0.860887	0.877287	0.823909	0.811683	0.796939	0.822311	0.809186	0.833107	0.836523	0.87342	0.829065	0.838699	0.816983	0.812262	0.853636	0.835497	0.803274	0.806306	0.828639	0.826492	0.852428	0.827029	0.83058	0.8166	0.800173
