	ch11.jpg	ch12.jpg	ch13.jpg	ch14.jpg	ch15.jpg	ch41.jpg	ch42.jpg	ch43.jpg	ch44.jpg	ch45.jpg	ch46.jpg	cc11.jpg	cc12.jpg	cc13.jpg	cc14.jpg	cc41.jpg	cc42.jpg	cc43.jpg	cc44.jpg	pa11.jpg	pa12.jpg	pa13.jpg	pa14.jpg	pa41.jpg	pa42.jpg	pa43.jpg	pa44.jpg
StT_wav_db6__V_V_D_entrop	0.827873	0.855227	0.875479	0.869433	0.876884	0.850996	0.870694	0.850479	0.845033	0.854352	0.866536	0.871107	0.860947	0.868818	0.847465	0.848833	0.861128	0.851469	0.852099	0.84352	0.849359	0.874559	0.876372	0.854821	0.86652	0.843372	0.85015
StT_wav_db6__V_D_A_energ	0.0625169	0.0825906	0.125741	0.0922052	0.113045	0.0770218	0.0756586	0.0596497	0.0643889	0.0770425	0.0918384	0.0808145	0.0638131	0.0736787	0.0623719	0.0683266	0.0985211	0.0702191	0.0891036	0.0655074	0.068414	0.107237	0.102136	0.098369	0.113516	0.0866575	0.0804169
StT_wav_db6__V_D_A_entrop	0.830738	0.856931	0.875713	0.86925	0.883108	0.858454	0.872427	0.849449	0.84236	0.864244	0.870217	0.876835	0.865597	0.868581	0.850573	0.849605	0.866803	0.855703	0.854353	0.851677	0.850675	0.87886	0.877818	0.856035	0.872222	0.839632	0.852351
StT_wav_db6__V_D_H_energ	0.0843768	0.107924	0.174807	0.12537	0.151386	0.0980915	0.098299	0.080289	0.0851561	0.104129	0.124403	0.108057	0.0865507	0.0982791	0.0798657	0.0939862	0.127322	0.0950026	0.125856	0.0866847	0.0910161	0.134867	0.138048	0.128547	0.147917	0.116881	0.104457
StT_wav_db6__V_D_H_entrop	0.824018	0.853351	0.874813	0.864509	0.875897	0.853933	0.867694	0.844229	0.843024	0.858061	0.8651	0.870107	0.858103	0.869764	0.844628	0.846541	0.862484	0.849185	0.848334	0.844872	0.848077	0.87474	0.876379	0.85659	0.868146	0.838053	0.847896
StT_wav_db6__V_D_V_energ	0.0434362	0.0603635	0.092372	0.0689888	0.0856015	0.0582399	0.0566297	0.0454066	0.0458285	0.0640138	0.068675	0.0652684	0.048233	0.0553	0.0453821	0.0501344	0.0777266	0.0531102	0.0664764	0.0527832	0.050173	0.0772087	0.0762426	0.0753391	0.090986	0.0607726	0.0584482
StT_wav_db6__V_D_V_entrop	0.832019	0.858361	0.876041	0.866912	0.879422	0.857592	0.868854	0.847243	0.847768	0.863992	0.868189	0.870463	0.863281	0.87002	0.848178	0.851897	0.865826	0.852651	0.854034	0.847646	0.84599	0.876313	0.876525	0.859004	0.868275	0.842337	0.848703
StT_wav_db6__V_D_D_energ	0.0550528	0.069792	0.114223	0.0852807	0.10446	0.0725174	0.0652392	0.0539907	0.0546761	0.077432	0.0825449	0.0800332	0.059672	0.0683186	0.0535833	0.0617462	0.0926762	0.063198	0.0863919	0.0630189	0.0603297	0.0925734	0.0929827	0.0936654	0.106015	0.0742407	0.0682735
StT_wav_db6__V_D_D_entrop	0.823747	0.857215	0.873414	0.865337	0.876289	0.850622	0.868085	0.848696	0.842446	0.855718	0.862128	0.866799	0.853588	0.86797	0.844347	0.851575	0.861673	0.852847	0.850001	0.840999	0.847076	0.872685	0.87578	0.856147	0.868019	0.838823	0.847253
StT_wav_db6__D_A_A_energ	0.0321584	0.042267	0.064647	0.0483079	0.05851	0.0385582	0.0406545	0.03286	0.0339727	0.0417997	0.0476732	0.0441945	0.0340607	0.0363877	0.0326401	0.0352636	0.0523079	0.0360776	0.0441718	0.0338154	0.0354073	0.0561502	0.053461	0.0485171	0.0579651	0.0430287	0.0397156
StT_wav_db6__D_A_A_entrop	0.824061	0.850778	0.869574	0.860595	0.879074	0.842355	0.86503	0.838536	0.837826	0.857711	0.861863	0.869256	0.853537	0.861949	0.847593	0.843125	0.859508	0.849718	0.848907	0.844263	0.844124	0.873545	0.870971	0.854789	0.86393	0.842021	0.848369
StT_wav_db6__D_A_H_energ	0.0312815	0.0402242	0.0614079	0.0484448	0.058935	0.039516	0.0395293	0.0320364	0.033007	0.0397355	0.0472989	0.0432589	0.0329327	0.0364964	0.0315052	0.0354344	0.0493908	0.0355082	0.0448411	0.0333739	0.0350291	0.0544725	0.0536497	0.0481366	0.0580359	0.0431118	0.0389486
StT_wav_db6__D_A_H_entrop	0.832129	0.858115	0.874877	0.86601	0.879975	0.853802	0.871038	0.845599	0.846937	0.864681	0.866244	0.869324	0.86302	0.870038	0.852089	0.848274	0.8646	0.856678	0.850796	0.849063	0.84874	0.877066	0.876239	0.857073	0.867037	0.842607	0.854828
StT_wav_db6__D_A_V_energ	0.030678	0.0407097	0.063004	0.0483019	0.058883	0.0379013	0.0400621	0.032653	0.0321002	0.0413557	0.0470923	0.044052	0.0341292	0.0359684	0.0320605	0.034318	0.0505484	0.0358398	0.0450176	0.0321196	0.0354694	0.0531028	0.0518674	0.0477727	0.0575642	0.0426382	0.0393248
StT_wav_db6__D_A_V_entrop	0.83095	0.860106	0.877656	0.866205	0.878034	0.857903	0.86811	0.845312	0.846062	0.860326	0.866413	0.872587	0.862589	0.86595	0.851965	0.852659	0.86742	0.85358	0.853028	0.849095	0.844803	0.877707	0.873115	0.859873	0.86692	0.846521	0.856149
StT_wav_db6__D_A_D_energ	0.0312918	0.0396614	0.060937	0.0474276	0.0589712	0.0367874	0.0392478	0.0310125	0.0320031	0.0400841	0.0456252	0.0424452	0.0329724	0.0349202	0.0318523	0.0355848	0.0478763	0.0366776	0.0445135	0.0320751	0.0348324	0.052952	0.0513298	0.0470001	0.0556326	0.0423046	0.0396636
StT_wav_db6__D_A_D_entrop	0.83722	0.865586	0.878196	0.871272	0.881368	0.860278	0.872802	0.855711	0.856821	0.865464	0.86919	0.875403	0.869175	0.874108	0.858065	0.857335	0.870744	0.85694	0.85515	0.853588	0.854716	0.879786	0.877141	0.859717	0.872638	0.851266	0.855578
StT_wav_db6__D_H_A_energ	0.0376685	0.0494264	0.0768678	0.0568741	0.0672876	0.0458688	0.0468737	0.0356264	0.038105	0.0468962	0.0536063	0.0478449	0.0394344	0.0444492	0.0383923	0.0407997	0.0587726	0.0422633	0.0526119	0.039808	0.0419948	0.0622213	0.0626964	0.0572046	0.0692275	0.0500233	0.0459911
StT_wav_db6__D_H_A_entrop	0.823033	0.855958	0.875206	0.867495	0.877248	0.853907	0.868632	0.84936	0.84362	0.862129	0.868534	0.873235	0.860019	0.866766	0.845151	0.850056	0.864132	0.85123	0.853758	0.847217	0.84535	0.87552	0.876225	0.857778	0.86913	0.843386	0.848695
StT_wav_db6__D_H_H_energ	0.033302	0.0452128	0.0672377	0.0494377	0.0614448	0.0422486	0.0421391	0.03263	0.0344775	0.0429355	0.0497208	0.045316	0.035186	0.0395485	0.0341343	0.0362429	0.0541867	0.0376057	0.0471874	0.0361164	0.036295	0.0570398	0.0547211	0.0512618	0.0607052	0.0439845	0.041063
StT_wav_db6__D_H_H_entrop	0.825515	0.853909	0.876018	0.866961	0.875068	0.857473	0.866322	0.843278	0.842487	0.858861	0.864273	0.86819	0.860522	0.864324	0.846815	0.847272	0.861467	0.848584	0.850443	0.847091	0.845673	0.873522	0.873278	0.854442	0.866338	0.841723	0.851016
StT_wav_db6__D_H_V_energ	0.0387721	0.0497309	0.0770173	0.0568104	0.0690939	0.0443471	0.046714	0.0362956	0.0397727	0.0474521	0.0541955	0.0501309	0.0402783	0.0453284	0.0385673	0.0409643	0.0588771	0.0434765	0.0558427	0.0410161	0.0419259	0.0646566	0.0635842	0.059109	0.071521	0.0526897	0.048454
StT_wav_db6__D_H_V_entrop	0.832525	0.862691	0.877753	0.873926	0.882887	0.863681	0.873774	0.854212	0.847338	0.867314	0.871369	0.87369	0.867068	0.870668	0.853376	0.85613	0.871524	0.855985	0.854341	0.849751	0.853146	0.876975	0.878082	0.860474	0.869698	0.84531	0.854049
StT_wav_db6__D_H_D_energ	0.0319851	0.0465089	0.0680027	0.051474	0.060863	0.0412483	0.0413161	0.0332277	0.034248	0.0432962	0.0484427	0.044797	0.0353765	0.038291	0.0337195	0.03523	0.0541269	0.0369329	0.0467732	0.0352929	0.03747	0.057635	0.0541751	0.0515926	0.0608475	0.0457176	0.0423776
StT_wav_db6__D_H_D_entrop	0.833978	0.859384	0.875207	0.868888	0.880223	0.859995	0.870819	0.853556	0.847793	0.865041	0.869531	0.875367	0.863549	0.870307	0.852423	0.855322	0.865287	0.859372	0.854332	0.850598	0.849742	0.877563	0.879321	0.857406	0.870547	0.843101	0.853473
StT_wav_db6__D_V_A_energ	0.0379764	0.045086	0.0730821	0.055581	0.069378	0.044452	0.0481527	0.0400921	0.0390572	0.0490034	0.0549364	0.0520859	0.0392176	0.0431357	0.0389431	0.0410721	0.0596397	0.0422697	0.0512451	0.0378821	0.040817	0.0654258	0.0610302	0.0555506	0.0655702	0.0539987	0.0480855
StT_wav_db6__D_V_A_entrop	0.829396	0.859044	0.874407	0.867219	0.879043	0.852001	0.866242	0.847148	0.846225	0.863744	0.865731	0.871709	0.862644	0.86444	0.845917	0.853912	0.866892	0.853261	0.85144	0.846602	0.846817	0.873806	0.877086	0.860287	0.867227	0.841787	0.850916
StT_wav_db6__D_V_H_energ	0.0396767	0.0472293	0.0734365	0.0589044	0.0714004	0.044512	0.048547	0.0401237	0.0418664	0.0490905	0.0562508	0.0531414	0.0397681	0.042714	0.038128	0.0429921	0.060142	0.0442311	0.0526397	0.0384976	0.0437601	0.0647055	0.0622952	0.0581824	0.0685124	0.0548557	0.0490868
StT_wav_db6__D_V_H_entrop	0.837938	0.861058	0.88014	0.870188	0.880097	0.858851	0.874057	0.852178	0.848945	0.867748	0.87022	0.874609	0.869705	0.872734	0.859649	0.853978	0.872572	0.858628	0.854441	0.852309	0.850724	0.879679	0.877777	0.860814	0.868693	0.847818	0.85469
StT_wav_db6__D_V_V_energ	0.0325074	0.0421112	0.0660272	0.0486821	0.0615832	0.0415475	0.0419725	0.0348067	0.0328006	0.0444845	0.0495623	0.0464136	0.0349186	0.0370816	0.0333337	0.0371334	0.0549318	0.0380171	0.0449218	0.0352842	0.0369402	0.0588793	0.055558	0.0503495	0.0599709	0.0447194	0.0416235
StT_wav_db6__D_V_V_entrop	0.829384	0.850298	0.869564	0.866509	0.877242	0.854817	0.86107	0.839254	0.844473	0.859764	0.864041	0.871722	0.859542	0.865731	0.847672	0.843358	0.86245	0.851217	0.848011	0.846235	0.846741	0.873988	0.872354	0.854415	0.866517	0.843444	0.851603
StT_wav_db6__D_V_D_energ	0.0338943	0.0419996	0.0662288	0.0487277	0.0614239	0.0400594	0.0418545	0.0334354	0.0349405	0.0439681	0.0493022	0.0469187	0.0355049	0.0379061	0.0330606	0.0371146	0.0556667	0.0375962	0.0464479	0.0346486	0.0365908	0.0582899	0.0556971	0.0495184	0.0610098	0.0447034	0.0418145
StT_wav_db6__D_V_D_entrop	0.834074	0.85553	0.876423	0.86966	0.880931	0.862593	0.867479	0.850478	0.851229	0.866159	0.869074	0.874568	0.865556	0.870075	0.85483	0.85138	0.867248	0.859885	0.85217	0.851954	0.85208	0.876656	0.87613	0.859881	0.868851	0.846408	0.854416
StT_wav_db6__D_D_A_energ	0.0537848	0.0725655	0.10565	0.082749	0.0959811	0.0643257	0.068004	0.0536416	0.0571202	0.0693417	0.0812947	0.0724004	0.0566792	0.0631617	0.0545184	0.0611204	0.0865935	0.0610223	0.0776303	0.0580647	0.0593091	0.092332	0.0899995	0.085696	0.098546	0.0737932	0.0698757
StT_wav_db6__D_D_A_entrop	0.834117	0.859149	0.877286	0.871682	0.879718	0.861081	0.875073	0.850779	0.847373	0.86547	0.869749	0.875466	0.866078	0.874662	0.852708	0.85169	0.868458	0.854631	0.854623	0.848289	0.853001	0.880098	0.877936	0.861048	0.870772	0.847065	0.853204
StT_wav_db6__D_D_H_energ	0.0422651	0.0581084	0.0821436	0.0627681	0.0787123	0.053383	0.0539265	0.0444519	0.0456639	0.0576492	0.0637871	0.0610331	0.0452381	0.0489713	0.0433429	0.0467087	0.0682575	0.0493476	0.0587717	0.0454891	0.0481152	0.0736573	0.0701314	0.0668321	0.0791447	0.0570342	0.0525055
StT_wav_db6__D_D_H_entrop	0.832852	0.859725	0.875511	0.869958	0.878582	0.859377	0.87103	0.849189	0.848484	0.864777	0.869615	0.874581	0.863338	0.867322	0.852219	0.851825	0.867228	0.853185	0.850173	0.849948	0.85055	0.878346	0.876565	0.858517	0.86718	0.845352	0.855021
StT_wav_db6__D_D_V_energ	0.0418156	0.053753	0.081463	0.0641105	0.0765209	0.0541447	0.0506675	0.0417741	0.042505	0.0576071	0.0624583	0.0600668	0.0438149	0.0494819	0.0428379	0.0474476	0.0710061	0.0462083	0.0610144	0.0467841	0.0464863	0.0727514	0.0698125	0.0692309	0.0803543	0.0562549	0.052244
StT_wav_db6__D_D_V_entrop	0.831953	0.859172	0.878618	0.869712	0.880223	0.855217	0.87056	0.847496	0.846816	0.862709	0.868156	0.872599	0.865557	0.870056	0.847496	0.852429	0.866694	0.854048	0.850884	0.849517	0.8513	0.878064	0.87624	0.855362	0.869847	0.843041	0.852846
StT_wav_db6__D_D_D_energ	0.0345338	0.0480318	0.0703275	0.0519119	0.067213	0.0473988	0.0434648	0.0367454	0.0375064	0.0521365	0.0547609	0.0530494	0.0374712	0.0416871	0.0353028	0.0382875	0.0631401	0.0400358	0.0512711	0.0397533	0.0408253	0.062363	0.0599963	0.0569933	0.0687167	0.0466687	0.0435625
StT_wav_db6__D_D_D_entrop	0.829177	0.857777	0.874028	0.865068	0.874818	0.856406	0.868805	0.842637	0.84297	0.861219	0.863768	0.869927	0.863799	0.867429	0.848793	0.850369	0.863303	0.856252	0.848891	0.844635	0.84781	0.874824	0.873598	0.856869	0.867947	0.840932	0.849785
StT_wav_db20__A_A_A_energ	603.642	562.913	578.059	581.243	598.181	584.826	575.228	595.806	587.918	563.236	570.905	592.517	608.85	587.576	610.774	601.691	574.596	608.682	571.832	549.243	540.367	496.248	523.989	524.136	512.81	573.064	577.323
StT_wav_db20__A_A_A_entrop	0.985996	0.9885	0.984049	0.984384	0.986093	0.98522	0.985263	0.983834	0.98251	0.982765	0.98557	0.982124	0.982911	0.980967	0.984354	0.986697	0.98167	0.986492	0.985334	0.980984	0.974932	0.975297	0.978176	0.981404	0.981816	0.985904	0.980795
StT_wav_db20__A_A_H_energ	2.06472	2.60976	3.24791	2.48038	4.18148	2.72485	2.94118	2.42851	2.38882	2.88206	2.82357	3.46609	2.70612	2.52296	2.52698	2.35658	3.20657	2.41749	2.08656	2.34929	2.72645	4.01865	3.29122	3.29047	3.66454	3.46927	2.71707
StT_wav_db20__A_A_H_entrop	0.877395	0.881905	0.897699	0.891742	0.900866	0.890113	0.894365	0.88273	0.886455	0.898611	0.892654	0.904684	0.900293	0.899563	0.895012	0.883609	0.898059	0.88502	0.881183	0.888087	0.886559	0.904521	0.898255	0.880248	0.888758	0.877256	0.883445
StT_wav_db20__A_A_V_energ	1.94408	2.79298	3.59184	2.57912	4.06432	3.11519	2.57869	1.88634	1.90122	2.69239	2.53371	2.8784	2.44449	2.94696	2.36016	2.07863	2.99978	1.9599	2.79837	2.60439	2.38754	3.84082	3.47845	4.14556	4.36144	3.04035	2.30754
StT_wav_db20__A_A_V_entrop	0.867541	0.886163	0.897007	0.896642	0.897099	0.891946	0.893167	0.873011	0.884499	0.89104	0.89564	0.89951	0.898487	0.904454	0.887601	0.885627	0.893967	0.885737	0.88771	0.886819	0.882327	0.90179	0.904474	0.88766	0.893408	0.876749	0.882083
StT_wav_db20__A_A_D_energ	0.869446	1.2038	1.61461	1.18255	1.65267	1.04526	1.08951	0.811147	0.866451	1.15215	1.2818	1.10755	0.922295	0.988632	0.819565	0.868305	1.3536	0.870492	1.08696	0.919079	0.96807	1.62496	1.49949	1.73101	1.95344	1.25834	1.06098
StT_wav_db20__A_A_D_entrop	0.878448	0.888936	0.900378	0.895631	0.903779	0.894221	0.900229	0.885432	0.89385	0.901524	0.899025	0.903571	0.902203	0.902673	0.898402	0.893262	0.898501	0.892725	0.89008	0.894975	0.890327	0.906901	0.903436	0.890117	0.896479	0.884606	0.88906
StT_wav_db20__A_H_A_energ	0.245672	0.270631	0.440888	0.332707	0.437521	0.259119	0.293733	0.24708	0.268311	0.339286	0.365779	0.34844	0.25759	0.244621	0.240855	0.276457	0.372068	0.261875	0.268275	0.227719	0.268235	0.404887	0.366272	0.309176	0.379593	0.371634	0.316403
StT_wav_db20__A_H_A_entrop	0.86073	0.8847	0.891905	0.883522	0.885566	0.878242	0.887069	0.866409	0.867714	0.871832	0.875427	0.891738	0.888235	0.884257	0.878169	0.873046	0.886198	0.875069	0.872642	0.866146	0.874047	0.896832	0.891304	0.882916	0.883241	0.868561	0.873894
StT_wav_db20__A_H_H_energ	0.784091	0.799847	1.26379	0.896897	1.21468	0.7185	0.774472	0.721482	0.767695	0.959755	1.02081	0.936065	0.674583	0.694268	0.606527	0.714801	1.02384	0.724906	0.703959	0.611268	0.747218	1.20555	1.04709	1.01086	1.14559	1.05887	0.870678
StT_wav_db20__A_H_H_entrop	0.845643	0.868704	0.88288	0.878628	0.887536	0.875089	0.882124	0.854705	0.871509	0.878001	0.879426	0.882911	0.883951	0.878443	0.87333	0.860859	0.874583	0.866004	0.864846	0.867368	0.872236	0.889534	0.886206	0.870608	0.875884	0.861423	0.865127
StT_wav_db20__A_H_V_energ	0.161876	0.206387	0.302872	0.226515	0.295853	0.185959	0.202734	0.175023	0.170145	0.214363	0.247484	0.2349	0.164391	0.170299	0.162167	0.173817	0.269594	0.181381	0.196897	0.158795	0.174046	0.275014	0.25645	0.234472	0.265397	0.233351	0.203928
StT_wav_db20__A_H_V_entrop	0.875801	0.891883	0.896385	0.89375	0.899307	0.886217	0.894206	0.876962	0.888508	0.895911	0.893187	0.901208	0.896711	0.895285	0.888264	0.887973	0.893503	0.883209	0.88261	0.880022	0.883317	0.902732	0.898238	0.890451	0.894212	0.878627	0.886444
StT_wav_db20__A_H_D_energ	0.36685	0.48987	0.740914	0.530493	0.674338	0.433937	0.46549	0.409834	0.399104	0.49121	0.583574	0.496875	0.364115	0.395105	0.344636	0.384137	0.62106	0.403123	0.473671	0.347874	0.408211	0.680636	0.619084	0.582886	0.666667	0.55508	0.465732
StT_wav_db20__A_H_D_entrop	0.872451	0.889309	0.893559	0.891962	0.900282	0.884785	0.89211	0.872411	0.887328	0.89408	0.891826	0.899059	0.893522	0.892883	0.886742	0.887104	0.891856	0.884555	0.879031	0.882555	0.882539	0.901997	0.895871	0.889366	0.888883	0.875912	0.879456
StT_wav_db20__A_V_A_energ	0.207504	0.277692	0.478282	0.351868	0.425095	0.283185	0.254025	0.185814	0.206675	0.280538	0.325828	0.305048	0.227158	0.282307	0.226685	0.225143	0.368327	0.218913	0.360451	0.236413	0.243432	0.365304	0.394276	0.39626	0.443372	0.301257	0.252099
StT_wav_db20__A_V_A_entrop	0.858133	0.885566	0.891296	0.888076	0.892158	0.881367	0.885335	0.869091	0.86975	0.878434	0.883571	0.884386	0.885278	0.890206	0.867305	0.876825	0.880442	0.872004	0.877738	0.870548	0.864033	0.894324	0.889056	0.881518	0.888187	0.865827	0.872725
StT_wav_db20__A_V_H_energ	0.157864	0.209765	0.336068	0.238839	0.296394	0.184586	0.183823	0.134473	0.150659	0.200676	0.235114	0.201425	0.161832	0.193536	0.141617	0.162938	0.261023	0.161947	0.237168	0.172175	0.16637	0.259728	0.263613	0.272195	0.300439	0.208725	0.181746
StT_wav_db20__A_V_H_entrop	0.872384	0.89023	0.896376	0.894451	0.900266	0.891013	0.895418	0.880055	0.884266	0.892425	0.89671	0.898165	0.89505	0.89833	0.887615	0.887646	0.891461	0.88495	0.884402	0.880767	0.882936	0.902523	0.900382	0.890217	0.89584	0.876398	0.884208
StT_wav_db20__A_V_V_energ	0.604948	0.815424	1.27754	0.936068	1.09672	0.789163	0.683169	0.525712	0.556455	0.787448	0.919435	0.750651	0.643265	0.771016	0.60158	0.59524	1.00724	0.569116	0.920078	0.652029	0.665895	1.13977	1.15987	1.24034	1.55162	0.94504	0.713616
StT_wav_db20__A_V_V_entrop	0.845515	0.872517	0.884003	0.879802	0.890284	0.876797	0.883515	0.857661	0.869616	0.878039	0.879107	0.889991	0.879021	0.88808	0.865626	0.866271	0.876521	0.868067	0.865563	0.866952	0.864847	0.887459	0.883645	0.872143	0.878526	0.851383	0.861643
StT_wav_db20__A_V_D_energ	0.36413	0.492307	0.757384	0.53501	0.666139	0.418244	0.423515	0.31353	0.352177	0.464016	0.572099	0.439558	0.359365	0.415306	0.325384	0.36446	0.580974	0.367858	0.508178	0.386358	0.397814	0.635479	0.656354	0.690335	0.789772	0.49489	0.427741
StT_wav_db20__A_V_D_entrop	0.868144	0.885032	0.897238	0.892247	0.901731	0.892456	0.893428	0.876785	0.88361	0.892997	0.891081	0.89813	0.895032	0.897319	0.886703	0.881458	0.891166	0.883393	0.883141	0.880643	0.883535	0.901341	0.898126	0.885547	0.892463	0.874729	0.881191
StT_wav_db20__A_D_A_energ	0.0799693	0.109	0.155585	0.112176	0.14699	0.0956053	0.097546	0.0772109	0.0836078	0.112234	0.11499	0.117479	0.0826392	0.0910556	0.0800906	0.0855922	0.136648	0.0850765	0.106098	0.0855249	0.0879607	0.138961	0.131348	0.135635	0.15205	0.110143	0.099831
StT_wav_db20__A_D_A_entrop	0.870053	0.886094	0.899669	0.894112	0.90229	0.888569	0.894508	0.87587	0.880995	0.890373	0.891067	0.897142	0.894284	0.896419	0.883932	0.883129	0.888715	0.888338	0.883323	0.881347	0.879451	0.900647	0.89837	0.885678	0.891691	0.877728	0.881568
StT_wav_db20__A_D_H_energ	0.117142	0.15695	0.243805	0.174859	0.218331	0.138792	0.137456	0.108362	0.121077	0.148784	0.170519	0.157106	0.115315	0.131989	0.110994	0.121521	0.186574	0.125273	0.169835	0.119382	0.131123	0.191748	0.190186	0.195534	0.214156	0.151079	0.132309
StT_wav_db20__A_D_H_entrop	0.866085	0.884219	0.895956	0.889413	0.898857	0.88462	0.890485	0.874957	0.880094	0.88919	0.891845	0.894381	0.889764	0.89637	0.880098	0.882555	0.887867	0.882553	0.879163	0.873871	0.881002	0.899202	0.896949	0.884878	0.890012	0.874239	0.879463
StT_wav_db20__A_D_V_energ	0.113337	0.156485	0.217005	0.167848	0.205113	0.140585	0.144468	0.123943	0.127012	0.156111	0.18176	0.171605	0.120163	0.12438	0.1176	0.124169	0.193033	0.127289	0.150197	0.116164	0.129511	0.198379	0.188723	0.182832	0.213525	0.160755	0.143268
StT_wav_db20__A_D_V_entrop	0.868282	0.887468	0.89534	0.889477	0.899307	0.881857	0.888764	0.867464	0.876978	0.891441	0.887699	0.895223	0.889363	0.891759	0.87984	0.879473	0.891538	0.88177	0.876572	0.876833	0.88017	0.900136	0.895555	0.884789	0.88927	0.872976	0.877366
StT_wav_db20__A_D_D_energ	0.209932	0.274387	0.42634	0.317423	0.394665	0.252842	0.267169	0.21005	0.229305	0.274672	0.335491	0.269249	0.201191	0.226481	0.194368	0.227876	0.33009	0.228297	0.29496	0.20014	0.240645	0.364475	0.349646	0.358713	0.380495	0.276565	0.257619
StT_wav_db20__A_D_D_entrop	0.864052	0.881591	0.89247	0.887675	0.897148	0.881694	0.88577	0.869285	0.874159	0.888791	0.886951	0.892442	0.889572	0.890346	0.877154	0.876084	0.883969	0.877505	0.87225	0.875982	0.874669	0.896937	0.895409	0.881362	0.886383	0.870079	0.875151
StT_wav_db20__H_A_A_energ	0.0643879	0.0690576	0.102749	0.0747282	0.0970413	0.0632228	0.0725637	0.0570047	0.0650883	0.0710992	0.0765282	0.0770029	0.0626781	0.0633175	0.0560346	0.067551	0.0845873	0.0592764	0.0684514	0.0529479	0.0618005	0.0917373	0.0911883	0.0705235	0.0816459	0.0941476	0.0754278
StT_wav_db20__H_A_A_entrop	0.858475	0.880832	0.89493	0.887186	0.895117	0.883209	0.890414	0.873761	0.869925	0.887672	0.88419	0.8944	0.889385	0.887689	0.877391	0.877376	0.885764	0.880936	0.87697	0.87363	0.873664	0.896281	0.893251	0.884055	0.891191	0.873733	0.873421
StT_wav_db20__H_A_H_energ	0.0765131	0.0798324	0.118007	0.0882482	0.112879	0.0694328	0.080729	0.0638967	0.0730661	0.0835656	0.0928032	0.0952104	0.0697488	0.0720102	0.0627238	0.0743187	0.098421	0.0720252	0.074302	0.0599955	0.0734279	0.104551	0.0962458	0.0823886	0.0958077	0.0959845	0.0872945
StT_wav_db20__H_A_H_entrop	0.862891	0.88283	0.89893	0.891836	0.899194	0.883636	0.892861	0.879919	0.881132	0.889306	0.890381	0.889314	0.890177	0.890965	0.883293	0.882723	0.888368	0.881819	0.883642	0.876996	0.880626	0.898443	0.895465	0.884356	0.890831	0.880414	0.875976
StT_wav_db20__H_A_V_energ	0.0482297	0.0576047	0.0815133	0.0630086	0.0812164	0.052622	0.0577581	0.0474907	0.0501876	0.0569683	0.067842	0.0661559	0.0506272	0.0500959	0.0461364	0.051939	0.0701249	0.0533323	0.056058	0.0434215	0.0516238	0.0770273	0.0743941	0.0629945	0.0717828	0.0716874	0.0587285
StT_wav_db20__H_A_V_entrop	0.87455	0.888393	0.900413	0.896996	0.899602	0.893311	0.89631	0.883727	0.88175	0.894426	0.89176	0.901215	0.89725	0.898748	0.889709	0.88659	0.895888	0.889037	0.884944	0.888465	0.879907	0.90304	0.900466	0.890145	0.896318	0.882008	0.88535
StT_wav_db20__H_A_D_energ	0.0544069	0.0639518	0.0975469	0.0741422	0.0934283	0.0577934	0.065017	0.0533672	0.0590763	0.0667267	0.0768779	0.0769965	0.0550768	0.0557556	0.0512624	0.0582612	0.0796394	0.0607539	0.0650657	0.0478986	0.0576283	0.0867478	0.0808569	0.0744477	0.0826838	0.0780831	0.0673226
StT_wav_db20__H_A_D_entrop	0.878309	0.895321	0.901002	0.894312	0.900602	0.891814	0.90069	0.885296	0.889177	0.89639	0.896629	0.898167	0.898671	0.899003	0.889906	0.891387	0.897067	0.888507	0.888278	0.88524	0.8882	0.904265	0.9008	0.891406	0.896447	0.88299	0.886778
StT_wav_db20__H_H_A_energ	0.142496	0.153884	0.248365	0.191003	0.237516	0.152891	0.164988	0.14005	0.154499	0.185198	0.199752	0.185117	0.145081	0.142223	0.134608	0.152548	0.210684	0.158507	0.156747	0.113439	0.146195	0.220726	0.202069	0.156172	0.185713	0.202794	0.176155
StT_wav_db20__H_H_A_entrop	0.864256	0.880918	0.892978	0.883278	0.89337	0.877904	0.887796	0.868596	0.872141	0.885121	0.88393	0.889085	0.885892	0.889772	0.876041	0.87606	0.881425	0.872195	0.876433	0.87659	0.875029	0.895583	0.889525	0.87882	0.88728	0.875876	0.875093
StT_wav_db20__H_H_H_energ	0.098541	0.107201	0.157491	0.118799	0.14261	0.0847319	0.0998631	0.0867629	0.0981915	0.116684	0.131392	0.119497	0.0878774	0.0919943	0.082027	0.0885918	0.12646	0.0984301	0.0927156	0.080528	0.0955302	0.141317	0.11824	0.106318	0.126788	0.120139	0.103732
StT_wav_db20__H_H_H_entrop	0.855555	0.874517	0.891865	0.885777	0.893118	0.878263	0.886185	0.871772	0.875249	0.884519	0.881179	0.887772	0.881187	0.88219	0.874244	0.877117	0.886342	0.865791	0.872792	0.864651	0.873912	0.890145	0.888302	0.877082	0.884032	0.873302	0.870989
StT_wav_db20__H_H_V_energ	0.103043	0.115743	0.180462	0.138855	0.179931	0.113792	0.124739	0.107556	0.110825	0.127483	0.152449	0.142744	0.104856	0.103261	0.100295	0.111445	0.153209	0.116518	0.122835	0.0887895	0.10594	0.164132	0.156388	0.128595	0.148037	0.151557	0.126187
